"";"COD7D";"Municipio";"COD6D";"Aracaju";"Belem";"Belo_Horizonte";"Boa_Vista";"Brasilia";"Campo_Grande";"Cuiaba";"Curitiba";"Florianopolis";"Fortaleza";"Goiania";"Joao_Pessoa";"Macapa";"Maceio";"Manaus";"Natal";"Palmas";"Porto_Alegre";"Porto_Velho";"Recife";"Rio_Branco";"Rio_de_Janeiro";"Salvador";"Sao_Luis";"Sao_Paulo";"Teresina";"Vitoria";"LessDistant"
"2151";"5220009";"SÃO JOÃO D'ALIANÇA";"522000";1185968,43419746;1469320,73858125;703559,718667586;2437549,50193093;148846,450544186;1014781,63996713;922165,985393982;1232413,36720508;1454054,414822;1534120,31688174;310554,844495845;1592747,05981547;1702198,23460149;1388126,01420825;1926114,11054203;1644438,34658683;478696,7973783;1770713,23535743;1931167,61242611;1538122,37704261;2329621,46992606;1023439,83531506;979983,665615495;1355059,08559618;1017720,59549408;1157734,71485448;992050,217227488;148,84645
"2161";"5220058";"SÃO JOÃO DA PARAÚNA";"522005";1572257,15020433;1735729,51768976;758767,431904937;2481051,72238513;298244,984222454;610100,408608156;614319,737654192;965356,544950774;1206885,78141895;1937410,47874731;118695,377173643;1995637,05370074;1921921,08832439;1781429,72310179;1906516,19201125;2051368,83460122;768647,691166679;1472683,378845;1731992,35937607;1937598,05239596;2085634,48794209;990349,837510336;1348419,97170404;1703838,23517969;850436,029667852;1540384,7572031;1130433,6501179;118,69538
"2171";"5220108";"SÃO LUÍS DE MONTES BELOS";"522010";1557475,48192486;1695848,53460712;778431,728481619;2445600,840439;285593,392183049;640706,605493856;606025,430852117;1005346,61196889;1246670,88339756;1908410,72696474;119206,154494099;1975666,07680335;1881704,53060087;1764891,87269251;1873865,17384905;2028879,27861688;730668,380124663;1512842,02876935;1713584,46485102;1919059,17656704;2072922,75936037;1018901,42057899;1337171,83408423;1667118,37423575;886651,938455037;1507133,82685314;1145845,3290781;119,20615
"2181";"5220157";"SÃO LUÍZ DO NORTE";"522015";1390708,8824983;1515188,05039492;789529,52801787;2359993,2738643;185365,727663415;847298,403335303;718376,29828444;1169274,69257074;1404293,18834504;1704376,84924767;191082,093659424;1791244,56564339;1718264,67597999;1591436,84705279;1817191,65140972;1837639,3416153;533809,357039564;1692067,9864378;1755515,89470079;1738937,00136296;2142747,76720414;1077454,1103167;1184716,32565448;1464190,69781906;1005401,55360851;1300122,72424912;1122481,78033904;185,36573
"2191";"5220207";"SÃO MIGUEL DO ARAGUAIA";"522020";1451571,44588053;1331324,12199011;1004604,95782546;2138569,35743506;393524,401954881;959188,612238248;664632,484587109;1368881,35843014;1608162,67600865;1653338,59674828;400924,905176429;1809608,0634334;1516011,6810412;1636454,38352095;1602673,30724872;1837270,45815245;396265,626876678;1879234,03267617;1597304,93936008;1767974,92941606;2004892,25490522;1298942,71590465;1273204,86703828;1334271,14511904;1223166,01254985;1212985,05981779;1322142,61221819;393,5244
"2201";"5220264";"SÃO MIGUEL DO PASSA QUATRO";"522026";1414666,41542518;1742105,50827655;592638,729841587;2588448,3602383;162914,543496262;730782,940762323;795819,946997603;942044,285764649;1172732,88181146;1833061,56613972;75208,4649152529;1852299,6250521;1953298,32399851;1628049,06389448;2032732,80191779;1916888,57763009;751186,32119622;1473615,35210874;1903205,40571879;1789775,96581771;2264285,70507636;853753,935264213;1183117,32621728;1658260,95226236;766913,002913365;1465198,32109379;955333,006513673;75,20846
"2215";"5220280";"SÃO PATRÍCIO";"522028";1462116,86991971;1569605,23508905;799667,465707052;2370525,03861486;222526,073277091;771738,66830103;656056,468596791;1120815,85433074;1359030,36076876;1781554,12096734;153110,608377673;1866772,16124619;1763575,30758933;1664576,59684129;1815443,84952083;1914316,3378174;597837,416964739;1636827,89777749;1717734,60961418;1813598,93987284;2096366,89351971;1071558,45585845;1252088,4716103;1533308,53050944;975658,757791901;1374821,11887139;1147049,46648488;153,11061
"2221";"5220405";"SÃO SIMÃO";"522040";1699637,58507616;1979346,29564732;703181,828020773;2687204,27709261;464603,991279019;437049,05361571;691919,0928288;728621,160740526;972471,659240693;2135012,53632861;296851,639780141;2147342,99680806;2164234,78428061;1916357,23156133;2096293,20807259;2215909,76120886;1007544,10847023;1229225,74911424;1837524,47560549;2082092,0485379;2154260,48627671;858840,792827317;1459609,2735432;1936857,94989719;656540,956819315;1758909,3865053;1088678,53505239;296,85164
"2231";"5220454";"SENADOR CANEDO";"522045";1443482,89442488;1711886,7714636;649158,982319073;2537020,39738252;173430,187732415;714561,788226863;743924,503620607;971569,800126935;1205739,50861432;1838277,4389028;19059,9233193387;1874072,9680224;1916967,36809735;1654711,83347188;1978545,20639923;1934613,81009281;724972,617833227;1497811,98692721;1847359,60008001;1813692,34698805;2210185,5089028;907864,384357671;1216310,06719874;1642916,09618899;810707,81777582;1459364,10913089;1011016,69377856;19,05992
"2241";"5220504";"SERRANÓPOLIS";"522050";1813195,00635163;1922886,16608088;888065,255171039;2538297,55304122;542290,889136957;366447,068633681;502099,77824873;858020,542350698;1103160,12694731;2184980,2800919;357765,688837651;2242991,09845509;2083790,93306688;2024843,11561226;1936092,0676135;2300492,05173912;988003,219660999;1319114,86534918;1647598,2461479;2183491,89638825;1962455,51280311;1050188,4612433;1583307,91969417;1928517,71929198;833871,820613706;1779984,72265967;1272950,95599786;357,76569
"2251";"5220603";"SILVÂNIA";"522060";1385705,62501861;1699657,25585282;607801,325194107;2558879,88099567;122381,663399285;766225,477998344;800176,117226256;985098,960846186;1214963,12652284;1792662,40160972;76576,987811025;1819004,30217034;1912710,3413071;1597670,31609018;2008047,21486571;1881480,43550317;708146,477707519;1517303,41343424;1896313,77462275;1757708,72483112;2263339,17032451;880116,027658546;1157381,16755716;1614360,93601475;804843,910578701;1422168,8471714;962601,783390151;76,57699
"2261";"5220686";"SIMOLÂNDIA";"522068";1098217,2249424;1473559,02052722;666559,913988623;2489898,12597286;198227,435101327;1084032,29234493;1012701,76720039;1255013,2464989;1469185,56954633;1472531,17764038;378425,720705786;1511424,30756028;1718552,47405316;1302315,80109307;1990921,07771424;1567237,87775617;496494,162751109;1797045,83597448;2016928,34735354;1454795,32300526;2418014,83320727;996197,818083518;889746,443074244;1328971,05756505;1020350,94819533;1114570,99998808;929929,91909629;198,22744
"2271";"5220702";"SÍTIO D'ABADIA";"522070";1075317,57343225;1512319,87654155;621148,018190123;2539234,24132658;203312,446822677;1089648,42963329;1045480,70776725;1231088,60152418;1441338,13562537;1477374,59840705;387719,806568554;1497778,458045;1760951,39452777;1282646,73792198;2040664,83918718;1558206,70464459;541187,148201651;1774281,17342354;2061242,18493381;1438625,22388347;2459793,19757533;952893,011185875;860341,975285581;1355458,74699943;987768,631060899;1132338,32632832;880194,233287189;203,31245
"2281";"5221007";"TAQUARAL DE GOIÁS";"522100";1463552,82766715;1642314,22522289;733713,996336602;2447728,96942284;194804,708286734;729095,125756845;682965,901842342;1044714,42380544;1281908,2386369;1818313,1796212;74408,6944546055;1880951,12763727;1840150,31624307;1670461,56355354;1889166,31363503;1934582,07810296;663416,216842529;1564142,71576422;1769817,16563081;1824348,47858224;2139682,09461816;997222,33984322;1244942,88001135;1592955,85901488;896495,400232038;1423502,98252417;1089531,70415619;74,40869
"2291";"5221080";"TERESINA DE GOIÁS";"522108";1142378,53931177;1382595,94240073;771885,246509503;2380875,73737073;239856,383525272;1093230,73813232;957753,464539259;1323300,46160043;1544207,93956257;1454048,31441153;393994,290223364;1533334,60169909;1620259,90092959;1338343,66619849;1883558,42506797;1578789,60027277;395969,945937762;1861788,47192284;1928171,70490962;1482481,69095235;2336064,23882295;1098245,68206268;949413,766140139;1264047,87918718;1105063,54690304;1069605,80452703;1038657,58517232;239,85638
"2301";"5221197";"TEREZÓPOLIS DE GOIÁS";"522119";1428468,74352503;1682805,9277262;662813,070305281;2514187,36603778;155012,594297679;736678,950170551;743093,656826585;1000592,44915719;1234493,51263222;1813898,41037586;30800,3300776924;1855594,66708206;1888485,95242651;1638540,12410256;1958506,10984544;1914450,93449393;695803,070668302;1526987,12555356;1838575,18400306;1796180,66551129;2205346,94474697;928081,593073356;1203787,7851756;1614399,44137638;837213,955521701;1432370,72548396;1020088,95700647;30,80033
"2315";"5221304";"TRÊS RANCHOS";"522130";1408588,59503617;1893335,19079269;437570,02902593;2765394,56263796;283706,395944296;735477,114951817;926088,665563563;805072,398323182;1025394,3770077;1899970,96735625;246124,577809482;1867600,33241407;2114718,2935206;1627886,06349544;2208131,31326488;1945221,0667018;899948,205191577;1345959,18624999;2053913,52928999;1798132,31111388;2400858,51918403;678404,085554623;1163232,8490551;1778962,5745897;599158,639987739;1564068,22884594;815332,653751313;246,12458
"2321";"5221403";"TRINDADE";"522140";1483225,06723085;1707299,14823537;692233,243607049;2506884,89740258;209637,055327181;685335,453421535;696706,371713457;979018,066159244;1216116,69865205;1863271,42952299;28867,36889536;1909764,916434;1905935,80035171;1693233,25658184;1943666,48972451;1967849,52982206;726109,345967954;1499455,83341058;1802057,72300606;1850638,43983929;2163448,87506482;943763,957679158;1258289,46389998;1652058,33696745;833107,857050019;1476446,90638273;1056577,49952892;28,86737
"2331";"5221452";"TROMBAS";"522145";1296646,68472308;1347518,15566557;880733,188702873;2256658,29945263;280674,028447456;1014234,00654724;806470,032839657;1335846,16132137;1567655,16193374;1549084,78520085;360849,839208533;1670048,43826428;1560541,62068289;1486700,3006137;1740416,05200336;1705967,21434735;360287,801214882;1862957,96133923;1761817,44919071;1624126,85781888;2169522,35428538;1191581,06118043;1111748,25074701;1289822,03929091;1153767,31604477;1132402,64433578;1177849,70072651;280,67403
"2341";"5221502";"TURVÂNIA";"522150";1538352,7065149;1706179,04165891;749261,553902203;2469922,93904978;264742,57784534;647143,391253566;633901,647344678;989381,439934993;1229678,90229166;1900336,90203762;91746,0227049585;1959947,07881776;1895893,88425235;1746860,52086274;1900131,10943054;2015035,06300224;735338,743380678;1500889,69085951;1742783,82516419;1902344,41263148;2101699,48223866;991200,632650785;1316044,27580505;1669124,98661313;863496,502638289;1503925,08262386;1116726,70387298;91,74602
"2351";"5221551";"TURVELÂNDIA";"522155";1608875,11733918;1837796,33405034;710477,139030617;2575671,58041413;345841,028310305;541631,285027338;652266,307332251;861753,536614498;1103609,06003147;2009882,44183923;165260,73624623;2044714,79012997;2025593,25636392;1822058,15588162;1995155,85416886;2106862,45559815;865714,549540704;1369645,59265561;1787747,62537748;1983080,98486297;2126962,13698631;916241,799630335;1376740,00205235;1796812,51960526;756067,749782154;1624312,28277105;1090787,85283667;165,26074
"2361";"5221577";"UIRAPURU";"522157";1441255,18927994;1437300,56007321;902145,711592464;2248368,37696285;294942,963648189;875732,099545507;658822,726248271;1256097,0233694;1494531,4234808;1700426,03279456;285709,84097003;1822286,6180732;1628281,40136598;1634949,30816134;1704414,51360537;1859552,3819708;477494,804237948;1770076,82423057;1657818,36811176;1775069,59526703;2052994,10597548;1189366,20048967;1247587,25894064;1417719,88834831;1108041,65323244;1276278,8652428;1231571,95500596;285,70984
"2371";"5221601";"URUAÇU";"522160";1356478,12769415;1459204,13504603;816026,016631132;2325443,52205018;204946,813770458;903218,702552735;745530,984491535;1224421,96300729;1458265,08278008;1651430,53899698;246850,790174674;1748841,96310654;1665597,87554086;1554060,23500083;1791058,68689596;1791989,28350626;475751,270388097;1748943,19538032;1756931,63434641;1698505,69910881;2151405,11761951;1113015,85965283;1156824,47189536;1405732,74825989;1053538,26304539;1243437,59383769;1137226,27988544;204,94681
"2381";"5221700";"URUANA";"522170";1450705,78095719;1591083,79410742;769542,760822571;2400773,43667293;199164,837205984;765358,911883089;675580,447361423;1096659,61688251;1333964,96168773;1784273,79032852;124265,624674559;1860226,65055295;1788113,50204821;1654850,55608818;1846057,19625202;1910168,61200546;614562,802109028;1615237,97515958;1744850,57026074;1805729,93314078;2121282,72529999;1040975,84609901;1237575,29468107;1546960,20377696;947087,256750801;1382911,62358839;1118350,38156122;124,26562
"2391";"5221809";"URUTAÍ";"522180";1393406,43907106;1791599,88757583;523676,651162395;2656968,1354649;188060,06863078;743879,119178321;855542,686280147;897584,360711583;1123667,9935988;1842122,32142679;144527,606752443;1840001,26545433;2008787,95287031;1609413,55619834;2102830,20860163;1909882,15593088;798550,312204616;1434211,60240311;1969713,45770466;1774667,73566619;2327014,87625933;783841,123372053;1156130,16245324;1691845,78232021;706635,991335874;1488184,36750685;889917,991680156;144,52761
"2401";"5221858";"VALPARAÍSO DE GOIÁS";"522185";1306246,9430114;1642592,15050803;600461,402716519;2544310,846762;39328,5148747263;850001,735919728;854811,888414166;1048767,19844878;1273930,87577326;1709492,37368945;150707,576380983;1736377,3246604;1864324,46498239;1516991,85600896;2005944,77160888;1797920,42369183;649194,354300129;1585226,2363308;1930245,54308783;1675814,22955366;2306924,34905096;894109,854047199;1081131,975771;1541697,01332816;849223,011487569;1343235,9231303;936762,989930435;39,32851
"2415";"5221908";"VARJÃO";"522190";1509477,7887176;1756286,81550336;673687,843907836;2545452,68323307;241135,448652947;646997,586228521;699937,060582839;930652,943206782;1168333,19946482;1904534,31989101;60035,6629271194;1941540,88060304;1953971,93073217;1721313,39945515;1977798,63241501;2002336,70272155;775113,367141921;1450381,7951912;1817248,83364967;1880861,28787469;2171671,20048635;912783,992716117;1280640,25651367;1700014,71756924;790539,460560574;1521860,94120166;1044429,41833539;60,03566
"2421";"5222005";"VIANÓPOLIS";"522200";1384418,97663571;1722420,10830447;584171,934334694;2584763,64246543;133391,181897492;761777,404219653;815948,99728069;963392,555925112;1192176,94247018;1802822,29753848;90797,3422924924;1821401,01065256;1936916,82932155;1597538,78120132;2033403,02667246;1885881,91095038;730254,138587312;1496979,91602985;1916921,67586672;1759011,96756354;2281649,18257203;854428,441731271;1153626,14945578;1632580,05648405;779745,839679566;1436953,27761843;941525,787656396;90,79734
"2431";"5222054";"VICENTINÓPOLIS";"522205";1565596,45922936;1829847,01663044;668205,70474701;2594558,88933644;308612,484355212;579714,02248353;694550,923795271;860621,452953361;1100200,89024274;1977038,84766899;135551,43028244;2003961,56473668;2023902,87891836;1779471,310136;2019041,24125825;2067828,03543198;850959,546066635;1376454,15975193;1826573,45378576;1941486,43850682;2169394,37880792;883061,65058244;1332206,94569297;1776766,52024722;736958,071850848;1597696,26204744;1047078,42434142;135,55143
"2441";"5222203";"VILA BOA";"522220";1168090,65307513;1528824,5491144;635409,872152846;2505719,69349645;117504,734960536;1004074,82096726;954931,601284673;1183692,51589053;1401500,77650646;1553241,74785666;299122,266642891;1587823,92097861;1765678,14214543;1374841,20381704;1992524,64502289;1645736,98297401;541389,740902115;1724369,5403022;1984301,34515049;1529735,22545424;2377784,8305116;956510,338062918;952944,61419207;1400368,60955072;959240,942448724;1191981,66654189;925984,990084937;117,50473
"2451";"5222302";"VILA PROPÍCIO";"522230";1355462,46514526;1552075,25759097;726868,61309212;2419951,82383393;122930,568841552;849023,680157191;765168,615120747;1131293,82041688;1363355,75232095;1698310,37416692;159809,690232727;1765770,00924952;1762413,51619016;1559573,11114684;1879569,39530247;1817054,58494026;563341,432568383;1659432,24103015;1815446,27888605;1710795,10437408;2199676,01354388;1017578,95386017;1143359,23094968;1482730,89749615;955169,507532082;1306253,722212;1059593,67419594;122,93057
"09";"2100055";"AÇAILÂNDIA";"210005";1320802,46541121;411564,251028848;1711879,91048278;1726313,53437434;1217224,05730097;1934687,09158861;1509306,2880802;2299281,94999873;2525637,31835799;983641,013510972;1328619,62860214;1404588,40497979;699358,420725306;1386155,01739039;1455686,41381382;1346320,0902627;607602,17880538;2830286,1683571;1936326,00502738;1417885,50266004;2393729,36402219;2050042,65014851;1318855,24931771;411937,754687854;2088612,21815106;510464,648552502;1875898,47428995;411,56425
