"";"COD7D";"Municipio";"COD6D";"Aracaju";"Belem";"Belo_Horizonte";"Boa_Vista";"Brasilia";"Campo_Grande";"Cuiaba";"Curitiba";"Florianopolis";"Fortaleza";"Goiania";"Joao_Pessoa";"Macapa";"Maceio";"Manaus";"Natal";"Palmas";"Porto_Alegre";"Porto_Velho";"Recife";"Rio_Branco";"Rio_de_Janeiro";"Salvador";"Sao_Luis";"Sao_Paulo";"Teresina";"Vitoria";"LessDistant"
"1066";"1506401";"SANTA CRUZ DO ARARI";"150640";1775318,48695417;119656,321339064;2215323,43181616;1333334,96233983;1689106,77454288;2312120,09175751;1798190,79938012;2754491,10625358;2988499,617284;1250851,09609482;1776302,93692873;1760819,22385206;199210,907106069;1802237,01313579;1238701,90752333;1668006,22472227;1073228,08415666;3272063,04813781;1912699,41716315;1795661,02996525;2356040,30444094;2551867,75560018;1807536,78084073;601372,890673617;2568222,28093606;885181,867515174;2389910,37972756;119,65632
"1076";"1506500";"SANTA ISABEL DO PARÁ";"150650";1619173,55373357;39284,388914888;2100300,77638758;1485967,55442062;1594834,4937395;2262425,04112147;1778262,22327574;2670935,89765447;2901092,50405462;1100726,74371612;1694502,08543928;1605052,41755484;356401,738702446;1644580,88582456;1356678,58182156;1514609,95221589;979067,674533061;3195901,84723479;1988104,17821232;1638806,05584339;2437775,43415402;2438359,03932342;1656488,73375233;447677,449273658;2470751,06320448;727564,879402467;2259299,03930946;39,28439
"1086";"1506559";"SANTA LUZIA DO PARÁ";"150655";1498977,94698084;176687,880455059;2044004,67612225;1622923,75496067;1565014,78118238;2273787,85696026;1818234,40182062;2647867,14801948;2873444,32099519;963111,347285502;1677367,31663009;1469864,69151733;486100,295854778;1516071,3459331;1486973,13722818;1377712,90859505;956417,993548766;3179137,91524855;2095585,02546472;1505369,30728357;2548119,81225615;2382856,29088031;1548810,15712754;310715,519804382;2433442,29270284;601241,160050685;2182666,4886287;176,68788
"1096";"1506583";"SANTA MARIA DAS BARREIRAS";"150658";1473300,93671797;842995,322384686;1422317,25111348;1738442,98103219;836661,164424151;1422950,51479103;971060,222973621;1867414,18782122;2105602,85966905;1409927,27177288;893209,725676965;1710654,48943869;1017020,59768149;1608364,57727668;1286155,479654;1694988,5569061;294999,054093557;2377593,94018518;1539990,11133492;1695413,9333618;1989573,26275842;1742942,98530342;1372799,84693789;939726,009740853;1707103,0816371;923569,138562683;1679965,67585229;294,99905
"11013";"1506609";"SANTA MARIA DO PARÁ";"150660";1568494,11193675;105463,351734304;2085988,57336146;1550206,59890987;1593679,621655;2281724,79094653;1810512,89877968;2673745,36353588;2901695,94892465;1035045,74072688;1699715,0495627;1543045,98089369;413228,777455307;1588166,81310586;1423836,4497671;1450569,06290127;980535,36871473;3201978,46230241;2048530,98029069;1578454,1628054;2499282,86904841;2424599,88024641;1613610,29505342;383675,164460819;2466351,89975236;672452,508186299;2234235,17309928;105,46335
"11113";"1506708";"SANTANA DO ARAGUAIA";"150670";1491881,05435706;929386,58189323;1368005,85714544;1778258,86196441;772845,193809783;1336204,71778124;887897,448194975;1788960,7497034;2028303,15098415;1471348,63904467;818213,107200442;1750996,96144318;1096930,32672731;1636400,62101201;1301904,91395674;1742195,73500017;285691,801134988;2295894,38063247;1504921,17739374;1731368,43562753;1950150,59972716;1683604,20689383;1377006,53724874;1020247,89915071;1636294,70577264;988576,829391821;1639214,30437981;285,6918
"11211";"1506807";"SANTARÉM";"150680";2185888,98121095;757008,826132681;2249263,83541898;902617,855733134;1646936,67153986;2009853,59359932;1406023,20558084;2589108,97389749;2834085,57335294;1844556,93089242;1661970,80760471;2294494,60176376;611326,902162941;2270583,07522757;574623,60095157;2230349,63334863;1126022,58320133;3053262,53790364;1240391,91114015;2308375,52601018;1675201,73606644;2559699,0329842;2141015,09706616;1199536,74295834;2483377,26131528;1395968,13040169;2517378,35187382;574,6236
"1137";"1506906";"SANTARÉM NOVO";"150690";1588840,87503273;130550,034908161;2132509,07257643;1554703,89260408;1645173,49614788;2336728,56022122;1865153,95160783;2726105,4736464;2953443,76185897;1029490,8625424;1752790,66303446;1546412,44408001;408557,081041737;1601086,08207005;1450666,69358254;1449338,28972193;1033030,49378078;3255067,69533382;2089701,93527085;1584998,94235765;2539088,18277182;2471268,24492471;1641889,76666415;386566,513230838;2516627,13764043;689262,208220119;2275180,93976024;130,55003
"1146";"1507003";"SANTO ANTÔNIO DO TAUÁ";"150700";1643678,07217431;34889,7893536534;2130949,82848833;1470552,08313967;1625040,17435073;2289567,5826842;1801977,87539261;2700718,25637716;2931087,43520907;1114238,47129094;1724077,27510015;1622880,81116434;334349,525554512;1666358,21471165;1354290,16776776;1530354,67207172;1009139,96051271;3225278,11351939;1996272,0550363;1658005,66607698;2444749,73508005;2469012,0930221;1683573,36085247;463529,289361375;2501139,01599582;749889,945442223;2289451,06512901;34,88979
"1156";"1507102";"SÃO CAETANO DE ODIVELAS";"150710";1657848,02499951;65345,0009653915;2161224,77402184;1471351,05281618;1658175,99941711;2324873,87914477;1836925,22985991;2734595,53412396;2964635,36034044;1112666,03809724;1758213,24622087;1626757,58198169;327654,406585496;1676041,08714864;1370406,7187857;1531423,99488884;1042566,71299771;3259618,59371246;2021914,36657814;1663820,39056206;2469335,38416526;2499464,25567061;1702567,49797166;466387,733681717;2533760,26667082;761113,766287842;2316390,61825343;65,345
"1166";"1507151";"SÃO DOMINGOS DO ARAGUAIA";"150715";1410594,02703504;489338,776299937;1658458,49254429;1648628,02157912;1124400,83174095;1789986,01329351;1339313,02162435;2194193,84467464;2426275,27179916;1150663,76395729;1216644,51228448;1542339,36468994;721041,112352472;1498711,43622375;1323091,0070093;1495590,85499675;508407,873851921;2717113,97255546;1762123,63841096;1547448,59600114;2219403,97423544;1992977,42105548;1376618,0807312;594253,087016215;2003402,16014074;666700,620670313;1857220,33125992;489,33878
"1176";"1507201";"SÃO DOMINGOS DO CAPIM";"150720";1551441,85130184;104507,432414423;2035998,33906033;1543143,93783776;1537068,95836391;2219537,05816609;1747842,57088437;2615748,52268438;2844543,63142843;1049036,48287239;1640775,44514731;1545837,84905797;423108,33155447;1579858,99720166;1391482,10957168;1458725,98309602;922680,049928;3142903,16783626;1999587,95301179;1577551,62223249;2451689,67762521;2374325,68448131;1586923,2531445;394146,723126039;2411270,27434479;662642,419313709;2191370,45542711;104,50743
"1186";"1507300";"SÃO FÉLIX DO XINGU";"150730";1716901,64041862;785027,536683623;1663292,26690932;1481434,02948435;1062898,01540942;1528801,73674543;993740,514966983;2043558,51122507;2286292,60347518;1567649,70593441;1090184,14265184;1919800,57071061;878303,296832201;1839214,9568176;1023615,18234545;1889401,12961827;558922,883784416;2533376,8267278;1344992,11170751;1912946,80799074;1801145,27769124;1975501,17197178;1629366,8157166;1017410,56849927;1912865,55801606;1078757,30565041;1935695,40921821;558,92288
"1196";"1507409";"SÃO FRANCISCO DO PARÁ";"150740";1599529,72795025;79451,6337066321;2108973,62895027;1520519,26634877;1612035,58669569;2291768,06511963;1814233,42431136;2690739,91860257;2919550,43692917;1064160,79639756;1715648,15409518;1573637,7465102;382155,228918649;1619386,85588808;1400929,27508057;1480528,22801057;997688,306035349;3217725,68212394;2034068,43169807;1609358,37332517;2483820,54213998;2447440,90319017;1643685,14128953;413877,918829833;2486013,9483555;703677,413409232;2260415,33148021;79,45163
"1206";"1507458";"SÃO GERALDO DO ARAGUAIA";"150745";1388084,51554737;548143,610467819;1603165,51231839;1682105,32788968;1066040,90642439;1733824,59938145;1290706,18028258;2135369,21652294;2367503,27260015;1164118,25614503;1157825,18081225;1538252,84024316;776693,903330614;1484091,91653607;1336848,78807987;1497351,15129165;450408,741238774;2658381,84533718;1747294,78528845;1539650,28377962;2204064,12574615;1937075,86566715;1344377,40356265;630617,183588683;1945178,36667173;676282,168050288;1806802,34778133;450,40874
"12113";"1507466";"SÃO JOÃO DA PONTA";"150746";1642578,4364823;68679,3011130273;2150082,3418327;1486100,05107586;1649225,81214657;2320095,09540163;1835131,46744553;2726453,62257966;2956086,94190839;1097907,73020999;1750457,26735867;1611480,28919301;342976,968822523;1660593,16480487;1381705,32023241;1516377,50655905;1033981,74793516;3252132,81105169;2029144,12866245;1648438,97912993;2477141,85320731;2488416,47304469;1687842,35451246;451118,826811311;2524286,37851818;745708,317367255;2303669,92621158;68,6793
"1229";"1507474";"SÃO JOÃO DE PIRABAS";"150747";1589826,12467516;147922,077969889;2144788,39200566;1563463,41860641;1660331,8594129;2354928,97400157;1884622,63889764;2741795,30363721;2968709,75549111;1021433,97560302;1769036,29032051;1541177,35240063;415491,58125183;1599265,81649704;1466018,47214094;1442547,19336789;1048923,9966452;3271281,30333591;2108303,48314238;1580873,43343872;2557404,13659926;2483601,34166542;1646005,60801275;382580,844848532;2530977,6098564;689499,972538078;2284698,92343222;147,92208
"1236";"1507508";"SÃO JOÃO DO ARAGUAIA";"150750";1417396,23033057;465905,026604473;1679501,60560279;1638207,62881641;1147240,21452165;1813200,26324716;1360462,45890394;2217538,52988725;2449495,50790941;1143184,33733085;1240053,08909842;1541612,07210465;700116,982981121;1502252,59441291;1321220,29136536;1492548,70266574;531054,812458366;2740608,39875525;1771363,46475533;1548210,35963811;2228734,58425423;2014323,47902334;1387466,12089578;578371,072867074;2026124,87430997;661336,553522876;1875883,34383439;465,90503
"1246";"1507607";"SÃO MIGUEL DO GUAMÁ";"150760";1562441,97282626;100549,99052957;2068469,93129111;1547234,38890651;1573822,39146753;2259895,45183585;1788472,083156;2653419,93639776;2881672,34077722;1039760,53998834;1679042,3531989;1543952,21849903;415439,885582432;1585182,33677903;1412056,0119038;1453345,40293424;960213,231289428;3181273,41308668;2031114,96350826;1578068,06598683;2482346,54867408;2406993,23241055;1604196,32707656;386434,091229863;2447054,38841273;668558,145822216;2219220,14545824;100,54999
"1256";"1507706";"SÃO SEBASTIÃO DA BOA VISTA";"150770";1747277,88464871;137487,507666273;2135856,30254793;1327388,8739701;1600202,10829421;2211321,16796901;1695657,72685928;2660749,14922053;2895885,80186886;1267096,70540131;1682811,31062888;1761342,67294158;247554,619990304;1786754,81928213;1184285,06183383;1676256,74871031;986015,93491642;3175995,03622783;1831162,40481186;1790843,47666128;2277820,1656363;2471156,74963428;1765314,48090857;612239,148631196;2479633,13440382;871313,909491623;2321318,86210624;137,48751
"1266";"1507755";"SAPUCAIA";"150775";1446582,12964219;631189,217832784;1567304,32866521;1657359,03274043;1007840,65017392;1636859,52017538;1179034,10697599;2062969,55492888;2298257,9503966;1269511,45867819;1085035,53864033;1624603,23382487;827207,972379175;1555589,46693285;1273920,5945786;1590831,6834976;404979,280811508;2579853,77701101;1644503,19474097;1621054,59053613;2100420,12661022;1896868,25001349;1383585,57109821;746453,960947251;1886354,68649507;780079,792789044;1792632,26958499;404,97928
"1276";"1507805";"SENADOR JOSÉ PORFÍRIO";"150780";1777697,85763723;501161,19818293;1920121,23480909;1291991,24639137;1339493,83362355;1854930,14550262;1312689,24627162;2355748,91353116;2596705,50242536;1470950,93130126;1389520,4212571;1897181,20725002;552311,206600971;1864267,06802766;962486,607761124;1840694,19724895;764017,381588645;2853240,19089017;1485551,3729415;1907115,46923804;1940215,31326966;2244050,48345015;1736849,98714367;849395,262837518;2207881,60146793;1004747,45784909;2158809,7196847;501,1612
"1286";"1507904";"SOURE";"150790";1725810,34726013;85021,5451944945;2206803,37113327;1402294,44919626;1693400,79319297;2339983,70649583;1838605,08089458;2765389,64744869;2997308,56496682;1181925,5125309;1787680,87793688;1697087,36932952;257297,928829068;1745813,12266598;1314591,36010583;1601364,18880212;1076861,88882814;3287122,19418162;1983071,0924407;1734174,16971263;2427803,654171;2544462,1656174;1767008,34126214;536717,479464331;2571038,17342785;830313,788867594;2369868,86961145;85,02155
"1296";"1507953";"TAILÂNDIA";"150795";1565847,2591723;186898,752813718;1950430,07438427;1490369,0907951;1427556,7178675;2079686,83619737;1596236,16636389;2498156,04149683;2730338,3952443;1138664,24754672;1520406,08268113;1607826,72406851;440899,645142829;1615845,01735295;1281613,50597781;1532991,88935808;811048,011981805;3020034,78789627;1856072,82302258;1630983,31857079;2310061,90207386;2286935,58907488;1575419,08034667;493472,422278049;2305988,42659436;708660,74462159;2129193,70309156;186,89875
"1306";"1507961";"TERRA ALTA";"150796";1623124,60830894;72962,896407356;2133176,75738658;1502830,08337606;1634481,05797595;2309834,59197154;1828388,69464146;2712502,48159543;2941708,23807157;1081274,37462787;1736953,24875562;1593469,85521376;361254,646570565;1641564,24615195;1392489,58341273;1499032,81949265;1019677,45259597;3238861,45636578;2033972,54746064;1630033,69582789;2482744,27500283;2471591,43915879;1668346,96985556;433199,560458277;2508977,65865862;726454,451300538;2285399,1277024;72,9629
"13113";"1507979";"TERRA SANTA";"150797";2361629,48959348;893499,106861716;2406842,28429261;734096,078586585;1800694,03877556;2111331,03554099;1493955,29647067;2714431,1348821;2959799,9945131;2003733,07061344;1805505,94678853;2463177,30576118;698187,690327711;2444209,86555256;429341,020245277;2395534,85951809;1295910,96542859;3164710,4192804;1178756,03280682;2479036,24389947;1594258,79091627;2712370,28088539;2317336,05506268;1353673,44641164;2623397,30008618;1563288,21118111;2682946,46701655;429,34102
"1329";"1508001";"TOMÉ-AÇU";"150800";1541675,68815442;155774,803060743;1966691,16749279;1524492,40317964;1454799,28957434;2123534,07284796;1648193,62845015;2529868,50781472;2760396,59970745;1089967,69143491;1553229,04654378;1567765,31817818;444791,390655269;1584241,37423141;1333541,1303957;1489119,25069103;838625,666928022;3054542,3709886;1915778,12486637;1593651,03231627;2369534,44766316;2304178,24634725;1560782,10947793;440418,098688675;2331578,18479951;671676,193416842;2135324,31695387;155,7748
"1336";"1508035";"TRACUATEUA";"150803";1548865,31962717;171510,535913774;2113271,21528694;1600783,13300197;1634817,99572211;2339420,3020804;1877231,03764373;2717476,05096845;2943262,66155414;983451,703722141;1746454,83306515;1501256,40796996;454252,943198644;1558254,29345832;1493146,05428711;1403571,26834883;1025634,86173519;3248389,53591109;2124220,55821636;1540454,80446927;2574691,47039006;2452137,72723392;1606092,55345016;342022,021021093;2503414,30050845;648461,690296796;2249230,24825757;171,51054
"1346";"1508050";"TRAIRÃO";"150805";2181696,24790379;942186,792021554;2091258,82205474;1052002,39991973;1480701,02097339;1756434,25964293;1141395,51585123;2362957,31792174;2608334,37031408;1945147,05795701;1470023,7646134;2349673,51804477;861856,312807928;2292006,53702726;547824,395009775;2303237,32916727;1032558,11297884;2809737,04972147;1019222,28097844;2351836,34041307;1469415,70560363;2386584,45467657;2103505,58288347;1328013,63669374;2281815,66457033;1470538,08281946;2387332,04751015;547,8244
"1356";"1508084";"TUCUMÃ";"150808";1638326,2854663;697532,911615693;1655224,58120727;1510553,60666179;1065874,98972003;1589426,74050001;1075779,45122641;2076900,70657841;2317673,82298933;1464655,01093447;1110786,92903253;1825887,8204869;819141,39454899;1753386,64481874;1087514,19036943;1791801,5861974;517962,219156225;2576622,51078172;1446905,90023781;1821693,59383852;1903560,52702749;1974667,23348764;1562380,44058613;912134,728125929;1930223,63184325;976424,887669945;1911025,52750795;517,96222
"1366";"1508100";"TUCURUÍ";"150810";1610604,47698771;326405,8856583;1885774,40487502;1436756,54499868;1337471,04159144;1947061,21850289;1446869,37046922;2393288,40513742;2629080,51247249;1254406,22791256;1415677,7947911;1696390,00378776;497477,704583353;1680674,74407301;1168093,26859489;1632806,62821933;727326,194355671;2907750,61596556;1705362,90210673;1711716,35220205;2160733,85420552;2218584,40690987;1594355,26730293;627596,241725735;2216556,71300553;797766,222727614;2090067,02156988;326,40589
"1376";"1508126";"ULIANÓPOLIS";"150812";1395466,61270646;303729,104876922;1821180,39881861;1658696,1545739;1324516,28737518;2028703,44895138;1585371,26014845;2405386,83767752;2632701,3352765;995902,33641035;1432815,57163078;1447037,2818043;600215,795866101;1447477,21334619;1424873,29693859;1378184,30991977;712483,91920709;2934987,51910886;1950624,17290258;1467004,56625517;2407349,24013909;2159391,47848632;1407421,89833356;377364,141711147;2197138,07946987;546515,927317071;1982251,10059802;303,7291
"1386";"1508159";"URUARÁ";"150815";2017953,7292819;648685,824414555;2098231,60268959;1067820,27573738;1501112,51038487;1917801,05497414;1333026,45527479;2470504,84115327;2714551,92791523;1697553,86715028;1527190,10449594;2135532,31088112;573472,614266605;2105507,50152615;724985,294182091;2075622,92221764;963510,015048168;2947600,46815515;1314388,70313762;2147001,08769102;1761360,05640389;2413297,1098345;1971753,16705415;1061233,48248066;2350004,64440699;1239800,96682569;2358004,04956215;573,47261
"1396";"1508209";"VIGIA";"150820";1655336,64840361;52946,324112926;2152082,20502569;1468263,47714626;1647589,92234195;2312730,6783005;1824368,71010738;2723588,13174527;2953822,31795507;1115801,05317314;1747044,42817094;1628024,323245;326893,848774788;1675208,20125886;1362309,85484293;1533676,19139002;1031812,44613177;3248320,6377583;2011101,83425605;1664395,50583637;2458811,26859242;2490240,47581499;1698193,10866936;467796,534474204;2523455,88387439;759614,218150142;2308756,08667239;52,94632
"1406";"1508308";"VISEU";"150830";1471557,11139087;225352,837046763;2050292,5640951;1668285,42510908;1582847,49416862;2305151,88788833;1858468,68202592;2666986,16907548;2890680,39102822;916089,946970266;1699721,00458175;1428505,45189927;525867,39088319;1481947,14684761;1540368,12727554;1333376,20809266;978823,966531798;3200274,61013776;2149181,2754509;1466254,60801224;2601938,46492462;2389140,72711133;1529675,78776532;268166,41541624;2447228,87182843;571221,137694889;2179503,42096967;225,35284
"14112";"1508357";"VITÓRIA DO XINGU";"150835";1858213,79896868;443481,820439714;2049120,55766203;1193576,61888131;1471660,17798778;1982188,99622617;1429673,4412075;2488976,37715464;2730073,5351094;1495830,59161805;1523018,02881631;1947613,5890782;431941,052573064;1932219,16518225;922912,208988875;1881484,75974613;889833,016732075;2985222,80368175;1518031,07994568;1963730,81128435;1967508,23035206;2374504,10202269;1831884,80327281;854210,246899704;2341112,47032541;1047976,71668944;2281305,71741484;431,94105
"1428";"1508407";"XINGUARA";"150840";1450546,68786882;641186,411804723;1561994,27598734;1657714,44155937;1000680,71695905;1626368,43529383;1167726,46559677;2054359,14685337;2289891,69210573;1278762,50153792;1076550,94836761;1631530,97417355;834768,804613846;1560898,54929699;1270323,48361445;1598583,56055444;399821,014219999;2570709,85044256;1635883,86280898;1627429,87750323;2091650,4250912;1891093,82194448;1385595,88015544;757546,271778112;1878921,58398279;789228,356885727;1789297,0744668;399,82101
"014";"2500106";"ÁGUA BRANCA";"250010";394674,67030621;1381900,578465;1534266,70998892;2815991,63932915;1436698,46819585;2323646,39602757;2178868,93505418;2344415,76904019;2502418,83580495;418620,317285496;1619926,28508603;310176,702752113;1698012,49049979;312581,189357447;2561599,54614736;326181,134856823;1193312,91018805;2874536,30380193;2940319,15565457;307532,726340821;3389703,11240919;1819501,24037821;604859,206263084;910482,177676411;2031495,75031121;619940,718434379;1445394,75177566;307,532726
"1138";"2500205";"AGUIAR";"250020";450766,905561683;1307317,6170414;1549203,97534023;2742604,45080505;1420987,85469822;2308267,41615594;2143794,34180124;2352561,4945239;2516370,93896573;365206,513034061;1602922,37734193;369499,039246954;1623213,70772341;386563,91935485;2493687,08009391;358772,218334964;1147870,32402901;2886054,46636931;2884329,58953286;377436,448424714;3335090,72305495;1842171,21700474;642410,599631601;835404,222552471;2044017,22101196;546459,548926807;1478355,15344121;358,77222
"2130";"2500304";"ALAGOA GRANDE";"250030";465002,579025645;1565112,61812428;1683291,82425352;3008706,52411611;1642316,37699409;2526268,36782501;2404080,42139887;2504069,37500997;2648238,16232691;485816,148673413;1826599,57983213;81973,5460403703;1876170,26566852;272694,316841712;2777657,48519327;145012,258221801;1424519,81922596;3024902,20908192;3171033,16602358;131236,044364559;3620925,67888918;1947095,82981749;717825,945535771;1082227,96493153;2182713,88134172;819052,880408684;1547799,40471601;81,97355
"3125";"2500403";"ALAGOA NOVA";"250040";458896,306596478;1549162,12735043;1673937,50319093;2992437,63161738;1628180,253431;2512533,65727167;2388006,31773972;2494089,51545834;2639432,69643997;474454,631243943;1812399,48626639;99344,8887530407;1860534,41223858;272249,278067294;2760361,35017575;151221,655879512;1407512,007713;3015784,31762772;3153555,6028827;141674,137252383;3603495,5535364;1939567,76054008;710027,566239708;1066663,07123787;2173358,04634891;802174,117317185;1542034,55924064;99,34489
"4125";"2500502";"ALAGOINHA";"250050";478601,934022811;1569053,90097283;1697508,38059795;3013226,70426331;1656266,72313841;2540336,65682846;2416967,9864392;2518353,14780886;2662370,1767171;483870,333839725;1840529,87850228;75558,2627892334;1879528,18020233;284292,108621697;2784953,81046173;131895,779113478;1436221,49829754;3039081,39665588;3181291,88004372;135960,775225332;3631434,98314031;1960982,4735607;731799,954006856;1085524,70195956;2196928,35005627;825099,311812409;1561223,23867322;75,55826
"5122";"2500536";"ALCANTIL";"250053";383265,863538157;1550438,01587484;1598373,36799802;2989197,48058326;1561529,83205295;2444423,75681722;2331073,039464;2418999,29448369;2563586,36428107;511553,973696469;1745949,50602533;142362,176701346;1864596,32899428;206261,218867746;2741101,23071551;227319,483499566;1360199,44997669;2940089,75741095;3115473,57197275;128924,74449295;3563637,23925882;1863455,55178442;633918,800317015;1072688,46686775;2097798,4876989;793657,415601872;1466414,02710805;128,924744
"6122";"2500577";"ALGODÃO DE JANDAÍRA";"250057";470818,536035107;1520291,11775253;1678909,80826465;2963984,4476201;1621934,49216943;2507271,1046379;2375319,81760251;2497654,61900259;2645337,80798054;444811,695480073;1805933,68570952;125539,472792033;1831336,45194846;292999,93765833;2734649,20886033;145243,657232226;1390639,16861718;3021043,94582379;3132847,9921018;171406,693534056;3583344,05279495;1947968,77415153;718512,301888269;1037400,19780596;2178234,11824573;774982,552797488;1553598,13884904;125,53947
"7121";"2500601";"ALHANDRA";"250060";467899,857000457;1645826,53161196;1696606,7447501;3089359,13568946;1683548,79751095;2564273,14341051;2458902,3180831;2520005,58784462;2657800,92377442;560212,094534119;1868082,92782934;21514,7714507492;1956802,85822528;255173,612725668;2855875,19895757;174072,898369264;1488511,56811425;3035925,84603067;3241443,64066229;76306,1976113323;3690279,07402453;1950610,88903285;726138,798140486;1162836,30454712;2195512,53517478;898958,834722325;1543100,43270312;21,51477
"879";"2500700";"SÃO JOÃO DO RIO DO PEIXE";"250070";493199,731560302;1269478,22977655;1575316,00699916;2706990,61319784;1431087,69144157;2317874,98376414;2141240,44905977;2374904,35398705;2541516,95792213;326191,542184375;1612064,833254;394986,835528232;1584685,60348352;429191,075846048;2464945,27782265;367565,483379136;1139034,3342872;2909903,89643415;2866289,32957123;410922,094220404;3318059,64232529;1871652,81310665;679222,340019629;795305,230662475;2068659,28614717;511498,525070015;1512410,07906263;326,19154
"938";"2500734";"AMPARO";"250073";379777,64104657;1446984,19103845;1556399,94439337;2883057,61844055;1483237,5364162;2369072,82246956;2236956,17597209;2371445,64605758;2524245,73529411;448877,849262006;1667101,61124846;243438,394500397;1762372,48946805;261679,537138557;2631056,23603978;278980,455436201;1257223,68444958;2898270,22580222;3007872,76050066;238191,211659757;3456764,2342673;1834015,06233202;609440,348777361;972757,294351738;2055031,87703049;686922,296753251;1450374,86797853;238,191212
"1030";"2500775";"APARECIDA";"250077";477369,875209467;1306605,16026945;1584612,28103769;2745080,18965367;1454535,34786273;2341730,71515876;2172721,80986906;2388046,44014936;2551826,85144836;335871,318128836;1636219,12461737;355722,921206111;1621345,06888595;398670,048685506;2504223,5122598;332338,714371001;1173462,23359709;2921549,20776005;2904089,09938483;372586,634488595;3355588,59873024;1877142,72651665;674931,064335126;830876,541903473;2079496,02790985;550033,508446798;1512031,8385261;332,33871
"1139";"2500809";"ARAÇAGI";"250080";495546,233253908;1581796,63386832;1716457,88074793;3026599,74990816;1677515,94543569;2561478,11613438;2438243,71863472;2537678,64219763;2680914,64969137;489166,178629235;1861793,10752188;63322,6799387112;1891511,17385052;296996,240346735;2801549,02696674;117809,739590958;1456880,5052158;3057832,83661204;3200811,74363931;138382,096829826;3651165,85359283;1978627,92701924;749818,592725549;1097540,77531477;2215859,18186204;840473,59642498;1577510,93107386;63,32268
"1230";"2500908";"ARARA";"250090";481220,126412836;1543336,64626059;1694883,80422574;2987569,63361709;1644551,23048451;2529437,50927611;2400499,38449752;2514628,19911345;2660657,64235209;459928,69457162;1828660,65955777;101117,534319364;1853792,14202666;294579,052641071;2760309,82738106;129409,794984766;1416838,20206333;3036837,08625158;3159426,88222091;157484,756539291;3609913,86992205;1961376,74969981;731791,913443337;1059788,89544405;2194289,30216254;799884,141759818;1564377,68535599;101,11753
"1330";"2501005";"ARARUNA";"250100";515773,676728432;1526856,37921192;1725468,08030122;2972249,10511615;1665572,73496295;2551346,76843926;2414123,59927241;2544186,86539265;2691860,10175352;431621,110864142;1849426,40874823;120731,624834167;1835820,47993688;331560,510637925;2752563,99915075;98810,3355952361;1425132,14072289;3067597,90694094;3161368,97946851;190418,508273295;3612735,63818788;1994151,22933038;764615,072706796;1041980,61775457;2224795,0711946;789522,671257486;1598837,2580063;98,81034
"1429";"2501104";"AREIA";"250110";472490,352766462;1550193,88113237;1687695,8314348;2994083,70951055;1640717,0678148;2525267,21862663;2398969,83913183;2507801,56006716;2653208,49603917;469554,160042947;1824897,79487236;95196,326912101;1860993,55099834;284350,82481429;2764876,30247513;137500,880242875;1416990,31538998;3029551,50592097;3161319,0309165;147336,29929083;3611544,75669461;1953317,77418357;723785,995296381;1067016,24441498;2187115,47514726;805325,683823673;1555606,03244364;95,19633
"1528";"2501153";"AREIA DE BARAÚNAS";"250115";430527,020305204;1431056,90002613;1605003,38692355;2871004,23050209;1521710,28231131;2408326,47928358;2265918,11144541;2418825,94313616;2573023,12787002;405777,012261421;1705187,31337894;231445,213894597;1744856,41197845;301095,056878133;2630198,48422011;239848,753184016;1278591,2900206;2946601,48899324;3021147,16401791;246847,013263345;3471381,08900884;1884146,0476391;660410,043671145;952700,137465303;2103352,6546367;676608,724765961;1501456,23830805;231,44521
"1628";"2501203";"AREIAL";"250120";454731,256298726;1531383,80542904;1665597,91580146;2974376,73508542;1614205,2052752;2499013,36152931;2371560,13719938;2484979,47549468;2631656,54451993;461320,832351442;1798336,62207938;118194,237700509;1843026,99436308;274802,316593705;2741558,23075091;158199,954996061;1389785,96704451;3007639,35103107;3135030,06471296;155544,988973799;3585066,48377703;1933276,23443516;703699,93486152;1049241,26808561;2164978,6672138;783648,920619475;1537757,0319263;118,19424
"1728";"2501302";"AROEIRAS";"250130";412437,110700527;1578253,39413802;1633518,14885541;3019102,33923196;1603308,07812578;2485719,42882567;2373879,66670458;2455109,44397121;2597706,19480912;520200,426797277;1787763,95542623;99559,0284049629;1891291,93349454;219830,288627612;2776775,46619781;198284,067117463;1402309,01379169;2974731,99409978;3156152,38084934;100532,843536086;3604677,12283693;1895309,66888068;666487,330844569;1098229,31714325;2132894,01143035;824980,03460165;1494863,74846166;99,55903
"1828";"2501351";"ASSUNÇÃO";"250135";435763,10803119;1454778,06150875;1621119,15751415;2895704,64563753;1545482,62626151;2431775,04533408;2292727,80750865;2436461,76284669;2588867,63122592;415593,81401524;1729139,84250387;203523,009519364;1767993,65058652;292485,296389895;2657324,70269425;215760,669819554;1306506,73074807;2963069,91404444;3049440,68179889;223304,574684929;3499674,37208024;1897546,52147614;671388,426111876;975202,469695076;2119844,56777157;702215,279642882;1511565,69641089;203,52301
