"";"COD6D";"QT_EXIST";"QT_CONTR";"QT_SUS";"QT_NSUS"
"3521";"353260";124;0;36;88
"3522";"353290";12;0;7;5
"3523";"353300";128,5;0;42;47
"3524";"353340";52;0;52;0
"3525";"353350";130;0;38;92
"3526";"353390";101;0;81;20
"3527";"353430";118;0;72;46
"3528";"353440";1016;0;543;473
"3529";"353460";119;0;72;47
"3530";"353470";322;0;242;80
"3531";"353475";39;0;10;29
"3532";"353490";32;0;29;3
"3533";"353520";24;0;10;14
"3534";"353530";68;0;44;24
"3535";"353540";65;0;45;20
"3536";"353550";103;0;83;20
"3537";"353560";24;0;11;13
"3538";"353580";36;0;31;5
"3539";"353600";32;0;26;6
"3540";"353620";175;0;175;0
"3541";"353630";35;0;23;12
"3542";"353650";106;0;88;18
"3543";"353660";24;0;9;15
"3544";"353670";72;0;52;20
"3545";"353700";53;0;39;14
"3546";"353710";49;0;39;10
"3547";"353730";263;0;180;83
"3548";"353740";102;0;65;37
"3549";"353760";55;0;55;0
"3550";"353780";515;0;511;4
"3551";"353790";35;0;27;8
"3552";"353800";249;0;143;106
"3553";"353860";35;0;25;10
"3554";"353870";781;0;358;423
"3555";"353880";82;0;73;9
"3556";"353890";153;0;83;70
"3557";"353900";37;0;9;28
"3558";"353920";59;0;59;0
"3559";"353930";120;0;60;60
"3560";"353940";30;0;26;4
"3561";"353950";50;0;33;17
"3562";"353980";24;0;24;0
"3563";"354000";41;0;41;0
"3564";"354020";75;0;42;33
"3565";"354040";18;0;8;10
"3566";"354060";45;0;34;11
"3567";"354070";61;0;37;24
"3568";"354080";28;0;20;8
"3569";"354100";239;0;163;76
"3570";"354120";51;0;40;11
"3571";"354130";78;0;68;10
"3572";"354140";1650;0;1120;529
"3573";"354150";101;0;79;22
"3574";"354160";78;0;78;0
"3575";"354190";38;0;19;19
"3576";"354220";105;0;77;28
"3577";"354240";26;0;18;8
"3578";"354260";88;0;46;42
"3579";"354290";21;0;9;12
"3580";"354300";39;0;38;1
"3581";"354330";139;0;46;93
"3582";"354340";2215;0;1549;666
"3583";"354380";33;0;20;13
"3584";"354390";504;0;302;202
"3585";"354400";62;0;43;19
"3586";"354420";36;0;7;29
"3587";"354425";68;0;59;9
"3588";"354430";14;0;14;0
"3589";"354490";29;0;19;10
"3590";"354500";24;0;21;3
"3591";"354520";112;0;49;63
"3592";"354530";1011;0;985;26
"3593";"354540";34;0;15;19
"3594";"354560";31;0;11;20
"3595";"354580";134;0;83;51
"3596";"354600";40;0;0;40
"3597";"354630";46;0;24;22
"3598";"354640";117;0;84;33
"3599";"354660";82,5;0;39;43,5
"3600";"354680";108;0;96;12
"3601";"354700";5;0;5;0
"3602";"354730";29;0;29;0
"3603";"354750";299;0;276;23
"3604";"354760";30;0;18;12
"3605";"354770";56;0;37;19
"3606";"354780";1752;0;744;1008
"3607";"354790";12;0;12;0
"3608";"354850";1954;0;973;978
"3609";"354860";64;0;16;48
"3610";"354870";1989,5;0;882;1117
"3611";"354880";757;0;248;509
"3612";"354890";494;0;241;253
"3613";"354910";207;0;90;117
"3614";"354940";128;0;100;28
"3615";"354970";155;0;94;61
"3616";"354980";1808;0;1142;666
"3617";"354990";1679,5;0;965;718,5
"3618";"355000";26;0;11;15
"3619";"355010";75;0;58;17
"3620";"355020";6;0;6;0
"3621";"355030";34923;25;18162,5;16771,5
"3622";"355040";81;0;62;19
"3623";"355060";98;0;45;53
"3624";"355070";118;0;106;12
"3625";"355080";30;0;26;4
"3626";"355090";40;0;32;8
"3627";"355100";208;0;146;62
"3628";"355150";58;0;43;15
"3629";"355160";65;0;49;16
"3630";"355170";190;0;93;97
"3631";"355200";12;0;3;9
"3632";"355210";62;0;62;0
"3633";"355220";2788;0;2293;513
"3634";"355230";28;0;21;7
"3635";"355240";238;0;234;4
"3636";"355250";362;0;219,5;141
"3637";"355260";30;0;11;19
"3638";"355270";35;0;22;13
"3639";"355280";614;0;375;239
"3640";"355300";17;0;12;5
"3641";"355320";11;0;10;1
"3642";"355330";36;0;23;13
"3643";"355340";72;0;38;34
"3644";"355360";34;0;21;13
"3645";"355370";176;0;128;48
"3646";"355380";54;0;36;18
"3647";"355400";149;0;104;45
"3648";"355410";537,5;0;289,5;248
"3649";"355430";58;0;52;6
"3650";"355440";34;0;30;4
"3651";"355450";93;0;57;36
"3652";"355470";20;0;20;0
"3653";"355480";39;0;2;36
"3654";"355500";897;0;843;54
"3655";"355510";48;0;30;18
"3656";"355540";96;0;71;25
"3657";"355580";40,5;0;9;31,5
"3658";"355600";34;0;15;19
"3659";"355620";190;0;70;120
"3660";"355630";55;0;31;24
"3661";"355640";88;0;53;35
"3662";"355650";31;0;31;0
"3663";"355670";102;0;65;37
"3664";"355680";54;0;20;34
"3665";"355690";13;0;13;0
"3666";"355700";200;0;106;94
"3667";"355710";280;0;135;145
"3668";"355720";48;0;20;28
"3669";"170070";10;0;10;0
"3670";"170100";10;0;10;0
"3671";"170190";5;0;5;0
"3672";"170200";28;0;28;0
"3673";"170210";737;0;647;90
"3674";"170220";25;0;25;0
"3675";"170230";24;0;24;0
"3676";"170240";53;0;53;0
"3677";"170255";97;0;97;0
"3678";"170370";5;0;5;0
"3679";"170550";71;0;59;12
"3680";"170555";17;0;17;0
"3681";"170610";17;0;17;0
"3682";"170700";47;0;47;0
"3683";"170710";9;0;9;0
"3684";"170730";5;0;5;0
"3685";"170765";5;0;5;0
"3686";"170820";28;0;28;0
"3687";"170900";10;0;10;0
"3688";"170930";57;0;57;0
"3689";"170950";246;0;124;122
"3690";"171050";28;0;28;0
"3691";"171070";15;0;15;0
"3692";"171190";10;0;10;0
"3693";"171320";67;0;67;0
"3694";"171330";26;0;26;0
"3695";"171360";7;0;7;0
"3696";"171420";9;0;9;0
"3697";"171430";31;0;31;0
"3698";"171575";5;0;5;0
"3699";"171610";80;0;70;10
"3700";"171620";26;0;26;0
"3701";"171650";30,5;0;30,5;0
"3702";"171660";26;0;26;0
"3703";"171670";9;0;9;0
"3704";"171700";6;0;6;0
"3705";"171750";17;0;17;0
"3706";"171790";9;0;9;0
"3707";"171820";110;0;110;0
"3708";"171840";5;0;5;0
"3709";"171886";6;0;6;0
"3710";"172049";21;0;21;0
"3711";"172065";5;0;5;0
"3712";"172090";46;0;46;0
"3713";"172100";481;0;371;110
"3714";"172120";40;0;40;0
"3715";"172210";37;0;37;0
