"";"CODUFMUN";"qtde"
"1429";"310620";18387,5
"1430";"310630";60,5
"1431";"310640";17
"1432";"310650";27
"1433";"310660";17
"1434";"310665";6
"1435";"310670";2052
"1436";"310680";6
"1437";"310690";42
"1438";"310700";14
"1439";"310710";107,5
"1440";"310720";3
"1441";"310730";110
"1442";"310740";136,5
"1443";"310750";22
"1444";"310760";16
"1445";"310770";6
"1446";"310780";35
"1447";"310790";28
"1448";"310800";43
"1449";"310810";12,5
"1450";"310820";17
"1451";"310825";12,5
"1452";"310830";51
"1453";"310840";52
"1454";"310850";18
"1455";"310855";18
"1456";"310860";126,5
"1457";"310870";9
"1458";"310880";10
"1459";"310890";50
"1460";"310900";156,5
"1461";"310910";24
"1462";"310920";22
"1463";"310925";12
"1464";"310930";76
"1465";"310940";58
"1466";"310945";13
"1467";"310950";39,5
"1468";"310960";9
"1469";"310970";19
"1470";"310980";13
"1471";"310990";34
"1472";"311000";92
"1473";"311010";10
"1474";"311020";10
"1475";"311030";40
"1476";"311040";6
"1477";"311050";49
"1478";"311060";52
"1479";"311070";41
"1480";"311080";14
"1481";"311090";42,5
"1482";"311100";45
"1483";"311110";61
"1484";"311115";6
"1485";"311120";100,5
"1486";"311130";29
"1487";"311140";16
"1488";"311150";43
"1489";"311160";55
"1490";"311170";18,5
"1491";"311180";34
"1492";"311190";13
"1493";"311200";39
"1494";"311205";6
"1495";"311210";9
"1496";"311220";14
"1497";"311230";57
"1498";"311240";21
"1499";"311250";21
"1500";"311260";34
"1501";"311265";15
"1502";"311270";46
"1503";"311280";26
"1504";"311290";15
"1505";"311300";33
"1506";"311310";8
"1507";"311320";87
"1508";"311330";276,5
"1509";"311340";267,5
"1510";"311350";25,5
"1511";"311360";15
"1512";"311370";38,5
"1513";"311380";16
"1514";"311390";29
"1515";"311400";23
"1516";"311410";29
"1517";"311420";27
"1518";"311430";73
"1519";"311440";53
"1520";"311450";45,5
"1521";"311455";27,5
"1522";"311460";12
"1523";"311470";9
"1524";"311480";16
"1525";"311490";5,5
"1526";"311500";11
"1527";"311510";56
"1528";"311520";11
"1529";"311530";228
"1530";"311535";18
"1531";"311540";7
"1532";"311545";14
"1533";"311547";11
"1534";"311550";61
"1535";"311560";7,5
"1536";"311570";19
"1537";"311580";17
"1538";"311590";9
"1539";"311600";23
"1540";"311610";22
"1541";"311615";15
"1542";"311620";10
"1543";"311630";24
"1544";"311640";8
"1545";"311650";19,5
"1546";"311660";57,5
"1547";"311670";10
"1548";"311680";23
"1549";"311690";6
"1550";"311700";13
"1551";"311710";37
"1552";"311720";7
"1553";"311730";50,5
"1554";"311740";17
"1555";"311750";30
"1556";"311760";13
"1557";"311770";25
"1558";"311780";21
"1559";"311783";23
"1560";"311787";17
"1561";"311790";15
"1562";"311800";163,5
"1563";"311810";13
"1564";"311820";23,5
"1565";"311830";365
"1566";"311840";37
"1567";"311850";7
"1568";"311860";1867
"1569";"311870";30
"1570";"311880";60,5
"1571";"311890";26
"1572";"311900";11,5
"1573";"311910";40,5
"1574";"311920";15
"1575";"311930";72
"1576";"311940";283,5
"1577";"311950";20
"1578";"311960";14
"1579";"311970";8
"1580";"311980";5
"1581";"311990";7
"1582";"311995";19,5
"1583";"312000";7,5
"1584";"312010";13
"1585";"312015";4
"1586";"312020";25
"1587";"312030";9
"1588";"312040";7
"1589";"312050";40
"1590";"312060";8
"1591";"312070";15
"1592";"312080";57
"1593";"312083";9
"1594";"312087";14
"1595";"312090";302
"1596";"312100";19
"1597";"312110";21
"1598";"312120";24,5
"1599";"312125";10
"1600";"312130";7
"1601";"312140";9
"1602";"312150";15
"1603";"312160";271,5
"1604";"312170";6
"1605";"312180";15
"1606";"312190";9
"1607";"312200";55
"1608";"312210";19
"1609";"312220";10
"1610";"312230";901
"1611";"312235";6,5
"1612";"312240";12
"1613";"312245";15
"1614";"312247";12
"1615";"312250";10
"1616";"312260";16
"1617";"312270";24
"1618";"312280";7
"1619";"312290";10
"1620";"312300";18
"1621";"312310";13,5
"1622";"312320";32
"1623";"312330";9
"1624";"312340";9
"1625";"312350";8
"1626";"312352";14
"1627";"312360";56
"1628";"312370";13
"1629";"312380";21
"1630";"312385";8
"1631";"312390";37
"1632";"312400";42
"1633";"312410";109
"1634";"312420";58
"1635";"312430";49,5
"1636";"312440";13
"1637";"312450";28
"1638";"312460";7
"1639";"312470";14
"1640";"312480";21
"1641";"312490";21
"1642";"312500";8
"1643";"312510";56
"1644";"312520";4
"1645";"312530";8
"1646";"312540";14
"1647";"312550";10
"1648";"312560";23
"1649";"312570";28
"1650";"312580";5
"1651";"312590";27
"1652";"312595";25
"1653";"312600";19
"1654";"312610";198,5
"1655";"312620";18
"1656";"312630";14
"1657";"312640";5
"1658";"312650";23
"1659";"312660";17,5
"1660";"312670";60
"1661";"312675";12
"1662";"312680";14
"1663";"312690";27,5
"1664";"312695";6
"1665";"312700";31,5
"1666";"312705";12
"1667";"312707";11
"1668";"312710";150,5
"1669";"312720";11
"1670";"312730";25
"1671";"312733";7
"1672";"312735";8
"1673";"312737";6
"1674";"312738";12
"1675";"312740";11
"1676";"312750";10
"1677";"312760";33
"1678";"312770";943
"1679";"312780";36
"1680";"312790";5
"1681";"312800";106
"1682";"312810";30
"1683";"312820";22
"1684";"312825";10
"1685";"312830";25
"1686";"312840";27
"1687";"312850";9
"1688";"312860";27
"1689";"312870";143
"1690";"312880";14
"1691";"312890";21
"1692";"312900";16,5
"1693";"312910";18
"1694";"312920";21
"1695";"312930";26
"1696";"312940";23,5
"1697";"312950";42,5
"1698";"312960";15
"1699";"312965";20
"1700";"312970";27,5
"1701";"312980";289
"1702";"312990";10
"1703";"313000";5
"1704";"313005";22,5
"1705";"313010";54
"1706";"313020";21
"1707";"313030";28
"1708";"313040";19
"1709";"313050";31
"1710";"313055";9
"1711";"313060";12
"1712";"313065";13,5
"1713";"313070";17
"1714";"313080";11
"1715";"313090";66
"1716";"313100";20
"1717";"313110";15
"1718";"313115";27
"1719";"313120";55
"1720";"313130";1030,5
"1721";"313140";21
"1722";"313150";26
"1723";"313160";15
"1724";"313170";522
"1725";"313180";32
"1726";"313190";138
"1727";"313200";12
"1728";"313210";54,5
"1729";"313220";38
"1730";"313230";22,5
"1731";"313240";403
"1732";"313250";99
"1733";"313260";12
"1734";"313270";68
"1735";"313280";7
"1736";"313290";29,5
"1737";"313300";52
"1738";"313310";64
"1739";"313320";28
"1740";"313330";45
"1741";"313340";26
"1742";"313350";49
"1743";"313360";15
"1744";"313370";30
"1745";"313375";46,5
"1746";"313380";251,5
"1747";"313390";9
"1748";"313400";26
"1749";"313410";9
"1750";"313420";269,5
"1751";"313430";19
"1752";"313440";117
"1753";"313450";13
"1754";"313460";58
"1755";"313470";30
"1756";"313480";20
"1757";"313490";65,5
"1758";"313500";7
"1759";"313505";52
"1760";"313507";5
"1761";"313510";196
"1762";"313520";138
"1763";"313530";8
"1764";"313535";22
"1765";"313540";16
"1766";"313545";13
"1767";"313550";30,5
"1768";"313560";26
"1769";"313570";14
"1770";"313580";46
"1771";"313590";7
"1772";"313600";31
"1773";"313610";9
"1774";"313620";321
"1775";"313630";81
"1776";"313640";17
"1777";"313650";24
"1778";"313652";10
"1779";"313655";7,5
"1780";"313657";8
"1781";"313660";19
"1782";"313665";74,5
"1783";"313670";3338,5
"1784";"313680";29
"1785";"313690";20,5
"1786";"313695";12
"1787";"313700";27,5
"1788";"313710";31
"1789";"313720";103,5
"1790";"313730";9
"1791";"313740";17
"1792";"313750";47,5
"1793";"313753";19,5
"1794";"313760";85,5
"1795";"313770";55
"1796";"313780";43
"1797";"313790";11
"1798";"313800";21
"1799";"313810";19,5
"1800";"313820";557
"1801";"313830";12
"1802";"313835";11
"1803";"313840";222
"1804";"313850";17,5
"1805";"313860";64,5
"1806";"313862";15
"1807";"313865";19
"1808";"313867";11,5
"1809";"313868";12
"1810";"313870";10
"1811";"313880";52,5
"1812";"313890";33
"1813";"313900";92
"1814";"313910";16
"1815";"313920";52
"1816";"313925";12
"1817";"313930";39
"1818";"313940";299
"1819";"313950";77
"1820";"313960";77
"1821";"313970";17
"1822";"313980";30
"1823";"313990";40
"1824";"314000";155
"1825";"314010";8
"1826";"314015";17,5
"1827";"314020";6
"1828";"314030";14
"1829";"314040";9
"1830";"314050";26
"1831";"314053";5
"1832";"314055";16
"1833";"314060";9
"1834";"314070";82,5
"1835";"314080";39
"1836";"314085";27
"1837";"314090";34
"1838";"314100";21
"1839";"314110";84
"1840";"314120";14
"1841";"314130";10
"1842";"314140";56
"1843";"314150";23,5
"1844";"314160";28
"1845";"314170";10
"1846";"314180";55
"1847";"314190";14
"1848";"314200";48,5
"1849";"314210";22
"1850";"314220";33
"1851";"314225";5
"1852";"314230";10,5
"1853";"314240";27
"1854";"314250";17
"1855";"314260";18
"1856";"314270";36
"1857";"314280";29
"1858";"314290";40
"1859";"314300";30
"1860";"314310";97
"1861";"314315";20
"1862";"314320";60
"1863";"314330";1934,5
"1864";"314340";33
"1865";"314345";16,5
"1866";"314350";35
"1867";"314360";10
"1868";"314370";12,5
"1869";"314380";7
"1870";"314390";503,5
"1871";"314400";64
"1872";"314410";69,5
"1873";"314420";4
"1874";"314430";98,5
"1875";"314435";22
"1876";"314437";13
"1877";"314440";14
"1878";"314450";17
"1879";"314460";20
"1880";"314465";20
"1881";"314467";8
"1882";"314470";29
"1883";"314480";430,5
"1884";"314490";8
"1885";"314500";24
"1886";"314505";16
"1887";"314510";37
"1888";"314520";91
"1889";"314530";54,5
"1890";"314535";17
"1891";"314537";5
"1892";"314540";8
"1893";"314545";13
"1894";"314550";6
"1895";"314560";113
"1896";"314570";5
"1897";"314580";5
"1898";"314585";10
"1899";"314587";6
"1900";"314590";167
"1901";"314600";71
"1902";"314610";221,5
"1903";"314620";19
"1904";"314625";13
"1905";"314630";41
"1906";"314640";10
"1907";"314650";25
"1908";"314655";7
"1909";"314660";11
"1910";"314670";33
"1911";"314675";16,5
"1912";"314690";31
"1913";"314700";153
"1914";"314710";255,5
"1915";"314720";58
"1916";"314730";63
"1917";"314740";39
"1918";"314750";12
"1919";"314760";64
"1920";"314770";18
"1921";"314780";9
"1922";"314790";494
"1923";"314795";9
"1924";"314800";830
"1925";"314810";333
"1926";"314820";12
"1927";"314830";19
"1928";"314840";9
"1929";"314850";18
"1930";"314860";38
"1931";"314870";46
"1932";"314875";9
"1933";"314880";12
"1934";"314890";13
"1935";"314900";6
"1936";"314910";27,5
"1937";"314915";17
"1938";"314920";13
"1939";"314930";122
"1940";"314940";8
"1941";"314950";7
"1942";"314960";12
"1943";"314970";16
"1944";"314980";42
"1945";"314990";59
"1946";"314995";16
"1947";"315000";11
"1948";"315010";16
"1949";"315015";11
"1950";"315020";12
"1951";"315030";20
"1952";"315040";9
"1953";"315050";23
"1954";"315053";10
"1955";"315057";15
"1956";"315060";12
"1957";"315070";14
"1958";"315080";59
"1959";"315090";14
"1960";"315100";16
"1961";"315110";37,5
"1962";"315120";168
"1963";"315130";33
"1964";"315140";56
"1965";"315150";99,5
"1966";"315160";30
"1967";"315170";37
"1968";"315180";626
"1969";"315190";16
"1970";"315200";50,5
"1971";"315210";398,5
"1972";"315213";7
"1973";"315217";21
"1974";"315220";75,5
"1975";"315230";24
"1976";"315240";34
"1977";"315250";598
"1978";"315260";25
"1979";"315270";27
"1980";"315280";46
"1981";"315290";25
"1982";"315300";10
"1983";"315310";18
"1984";"315320";9
"1985";"315330";12
"1986";"315340";44
"1987";"315350";15
"1988";"315360";24
"1989";"315370";6
"1990";"315380";6
"1991";"315390";14
"1992";"315400";47
"1993";"315410";32
"1994";"315415";11,5
"1995";"315420";39
"1996";"315430";75,5
"1997";"315440";9
"1998";"315445";18
"1999";"315450";17
"2000";"315460";497
"2001";"315470";10
"2002";"315480";16
"2003";"315490";33
"2004";"315500";8
"2005";"315510";19
"2006";"315520";23,5
"2007";"315530";12
"2008";"315540";33
"2009";"315550";42
"2010";"315560";51
"2011";"315570";29
"2012";"315580";37
"2013";"315590";14
"2014";"315600";25
"2015";"315610";20
"2016";"315620";5
"2017";"315630";14
"2018";"315640";13
"2019";"315645";8
"2020";"315650";18
"2021";"315660";23
"2022";"315670";220,5
"2023";"315680";36
"2024";"315690";80
"2025";"315700";108
"2026";"315710";20
"2027";"315720";73
"2028";"315725";12,5
"2029";"315727";13
"2030";"315730";14
"2031";"315733";7
"2032";"315737";15
"2033";"315740";17
"2034";"315750";5
"2035";"315760";14
"2036";"315765";11
"2037";"315770";30
"2038";"315780";262,5
"2039";"315790";38
"2040";"315800";29
"2041";"315810";9
"2042";"315820";24
"2043";"315830";13
"2044";"315840";7
"2045";"315850";21,5
"2046";"315860";13
"2047";"315870";13,5
"2048";"315880";8
"2049";"315890";18
"2050";"315895";31,5
"2051";"315900";13
"2052";"315910";9
"2053";"315920";24
"2054";"315930";17
"2055";"315935";9
"2056";"315940";12
"2057";"315950";9,5
"2058";"315960";101
"2059";"315970";11
"2060";"315980";35
"2061";"315990";75
"2062";"316000";10
"2063";"316010";10
"2064";"316020";8
"2065";"316030";12
"2066";"316040";74,5
"2067";"316045";10
"2068";"316050";7,5
"2069";"316060";9,5
"2070";"316070";128
"2071";"316080";10
"2072";"316090";9
"2073";"316095";9
"2074";"316100";43
"2075";"316105";12
"2076";"316110";125
"2077";"316120";9
"2078";"316130";17,5
"2079";"316140";10
"2080";"316150";15,5
"2081";"316160";10,5
"2082";"316165";3
"2083";"316170";17
"2084";"316180";31
"2085";"316190";28
"2086";"316200";61
"2087";"316210";80
"2088";"316220";24
"2089";"316225";11
"2090";"316230";7
"2091";"316240";59
"2092";"316245";18
"2093";"316250";456
"2094";"316255";20
"2095";"316257";9
"2096";"316260";13,5
"2097";"316265";5
"2098";"316270";55
"2099";"316280";34
"2100";"316290";57,5
"2101";"316292";50
"2102";"316294";35
"2103";"316295";44
"2104";"316300";9
"2105";"316310";8
"2106";"316320";10
"2107";"316330";13
"2108";"316340";15
"2109";"316350";12
"2110";"316360";17
"2111";"316370";158
"2112";"316380";12
"2113";"316390";18
"2114";"316400";19
"2115";"316410";9,5
"2116";"316420";18
"2117";"316430";22
"2118";"316440";8
"2119";"316443";18
"2120";"316447";12
"2121";"316450";14
"2122";"316460";14
"2123";"316470";227,5
"2124";"316480";8
"2125";"316490";7
"2126";"316500";22
"2127";"316510";28
"2128";"316520";22
"2129";"316530";21
"2130";"316540";12
"2131";"316550";14
"2132";"316553";62,5
"2133";"316555";11
"2134";"316556";7,5
"2135";"316557";18
"2136";"316560";4
"2137";"316570";23
"2138";"316580";10
"2139";"316590";12
"2140";"316600";14
"2141";"316610";8,5
"2142";"316620";21
"2143";"316630";12
"2144";"316640";16
"2145";"316650";9
"2146";"316660";3
"2147";"316670";13
"2148";"316680";25
"2149";"316690";20
"2150";"316695";4
"2151";"316700";11
"2152";"316710";71
"2153";"316720";537,5
"2154";"316730";9
"2155";"316740";24
"2156";"316750";9
"2157";"316760";45
"2158";"316770";6
"2159";"316780";9,5
"2160";"316790";17
"2161";"316800";111,5
"2162";"316805";12
"2163";"316810";13
"2164";"316820";5
"2165";"316830";10
"2166";"316840";33
"2167";"316850";31,5
"2168";"316860";693
"2169";"316870";199,5
"2170";"316880";16
"2171";"316890";18
"2172";"316900";24
"2173";"316905";8
"2174";"316910";12
"2175";"316920";39
"2176";"316930";333,5
"2177";"316935";67
"2178";"316940";225,5
"2179";"316950";12
"2180";"316960";56,5
"2181";"316970";47
"2182";"316980";11
"2183";"316990";510,5
"2184";"317000";16
"2185";"317005";23
"2186";"317010";1687
"2187";"317020";2798
"2188";"317030";18
"2189";"317040";206,5
"2190";"317043";13
"2191";"317047";18,5
"2192";"317050";23
"2193";"317052";42
"2194";"317057";12
"2195";"317060";14
"2196";"317065";12
"2197";"317070";530,5
"2198";"317075";16
"2199";"317080";70,5
"2200";"317090";43,5
"2201";"317100";54
"2202";"317103";14
"2203";"317107";10
"2204";"317110";11,5
"2205";"317115";10
"2206";"317120";160
"2207";"317130";327
"2208";"317140";8
"2209";"317150";6
"2210";"317160";34,5
"2211";"317170";33
"2212";"317180";32,5
"2213";"317190";13
"2214";"317200";96
"2215";"317210";15
"2216";"317220";7
"2217";"500020";26
"2218";"500025";18
"2219";"500060";84
"2220";"500070";30
"2221";"500080";34,5
"2222";"500085";29
"2223";"500090";23
"2224";"500100";56
"2225";"500110";218,5
"2226";"500124";18
"2227";"500150";22
"2228";"500190";47
"2229";"500200";26
"2230";"500210";48
"2231";"500215";22
"2232";"500220";30,5
"2233";"500230";39
"2234";"500240";60
"2235";"500260";37
"2236";"500270";3160,5
"2237";"500280";16
"2238";"500290";39
"2239";"500295";48
"2240";"500310";10,5
"2241";"500315";25
"2242";"500320";140,5
"2243";"500325";51
"2244";"500330";128
"2245";"500345";34,5
"2246";"500348";42
"2247";"500350";11
"2248";"500370";970
"2249";"500375";22
"2250";"500380";46
"2251";"500390";12
"2252";"500400";29
"2253";"500410";27,5
"2254";"500430";28
"2255";"500440";22
"2256";"500450";37
"2257";"500460";20
"2258";"500470";59
"2259";"500480";11
"2260";"500490";18
"2261";"500500";51,5
"2262";"500510";14
"2263";"500515";18
"2264";"500520";12
"2265";"500525";20
"2266";"500540";107
"2267";"500560";37
"2268";"500568";27
"2269";"500570";96
"2270";"500580";32,5
"2271";"500600";31,5
"2272";"500620";76
"2273";"500625";26
"2274";"500630";132,5
"2275";"500635";33,5
"2276";"500640";17,5
"2277";"500660";196
"2278";"500690";24,5
"2279";"500710";44
"2280";"500720";79
"2281";"500730";12
"2282";"500740";42,5
"2283";"500750";11,5
"2284";"500755";20
"2285";"500769";65
"2286";"500770";26
"2287";"500780";14,5
"2288";"500790";82,5
"2289";"500793";25,5
"2290";"500795";28
"2291";"500797";19
"2292";"500800";34
"2293";"500830";236,5
"2294";"500840";17
"2295";"510010";12
"2296";"510020";68
"2297";"510025";163,5
"2298";"510030";38
"2299";"510035";11
"2300";"510040";23
"2301";"510050";20
"2302";"510060";23
"2303";"510080";20,5
"2304";"510100";13,5
"2305";"510120";8
"2306";"510125";34
"2307";"510130";23
"2308";"510140";40,5
"2309";"510160";12
"2310";"510170";92
"2311";"510180";143
"2312";"510185";11,5
"2313";"510190";43
"2314";"510250";413
"2315";"510260";34
"2316";"510263";54
"2317";"510267";78
"2318";"510268";15,5
"2319";"510269";9
"2320";"510270";41,5
"2321";"510279";30
"2322";"510285";16
"2323";"510300";53
"2324";"510305";22,5
"2325";"510310";12
"2326";"510320";199,5
"2327";"510325";37,5
"2328";"510330";44
"2329";"510335";56,5
"2330";"510336";12
"2331";"510337";30
"2332";"510340";3461
"2333";"510343";5
"2334";"510345";15
"2335";"510350";74,5
"2336";"510360";19
"2337";"510370";15
"2338";"510380";7
"2339";"510385";12
"2340";"510390";15
"2341";"510395";7
"2342";"510410";84
"2343";"510420";33
"2344";"510450";5
"2345";"510452";12
"2346";"510454";9,5
"2347";"510455";16
"2348";"510460";46
"2349";"510480";61,5
"2350";"510490";12,5
"2351";"510500";25
"2352";"510510";113
"2353";"510515";128,5
"2354";"510517";26
"2355";"510520";31
"2356";"510523";12
"2357";"510525";64,5
"2358";"510530";12
"2359";"510550";28
"2360";"510558";18
"2361";"510560";49
"2362";"510562";47
"2363";"510590";33,5
"2364";"510600";17
"2365";"510610";32
"2366";"510615";23
"2367";"510617";4
"2368";"510618";11
"2369";"510619";6
"2370";"510620";22
"2371";"510621";23
"2372";"510622";77,5
"2373";"510623";41
"2374";"510624";25
"2375";"510625";46
"2376";"510626";14
"2377";"510627";11
"2378";"510628";24,5
"2379";"510629";30
"2380";"510630";50
"2381";"510631";7
"2382";"510637";41
"2383";"510642";81
"2384";"510645";6
"2385";"510650";64
"2386";"510665";11
"2387";"510670";11
"2388";"510675";92
"2389";"510677";27,5
"2390";"510680";20
"2391";"510682";15
"2392";"510685";12
"2393";"510700";44
"2394";"510704";159
"2395";"510706";20
"2396";"510710";33
"2397";"510715";8
"2398";"510718";23
"2399";"510719";13
"2400";"510720";19
"2401";"510724";8
"2402";"510726";9,5
"2403";"510729";12
"2404";"510730";34,5
"2405";"510735";17
"2406";"510740";8
"2407";"510757";8
"2408";"510760";895
"2409";"510770";43
"2410";"510774";8
"2411";"510775";14
"2412";"510776";7
"2413";"510777";15
"2414";"510779";10,5
"2415";"510780";58,5
"2416";"510785";37
"2417";"510787";42
"2418";"510788";6
"2419";"510790";381
"2420";"510792";274
"2421";"510794";26,5
"2422";"510795";213
"2423";"510800";25
"2424";"510805";41
"2425";"510810";8
"2426";"510820";16
"2427";"510830";12
"2428";"510835";7
"2429";"510840";321,5
"2430";"510850";23
"2431";"510860";39
"2432";"510880";9
"2433";"510885";8
"2434";"510890";15
"2435";"510895";24
"2436";"150010";236
"2437";"150013";19
"2438";"150020";60,5
"2439";"150030";37,5
"2440";"150034";33
"2441";"150040";75,5
"2442";"150050";102
"2443";"150060";517
"2444";"150070";36
"2445";"150080";605
"2446";"150085";38,5
"2447";"150090";51,5
"2448";"150095";26
"2449";"150100";28,5
"2450";"150110";19
"2451";"150120";59,5
"2452";"150125";15
"2453";"150130";192
"2454";"150140";5746,5
"2455";"150145";42,5
"2456";"150150";100,5
"2457";"150157";30
"2458";"150160";15
"2459";"150170";234
"2460";"150172";41
"2461";"150175";30,5
"2462";"150178";66
"2463";"150180";132,5
"2464";"150190";25
"2465";"150195";13
"2466";"150200";29
"2467";"150210";235
"2468";"150215";89
"2469";"150220";130,5
"2470";"150230";49
"2471";"150240";309,5
"2472";"150250";16
"2473";"150260";21
"2474";"150270";135
"2475";"150275";45
"2476";"150276";22
"2477";"150277";36
"2478";"150280";53
"2479";"150285";24
"2480";"150290";32
"2481";"150293";52
"2482";"150295";43
"2483";"150300";21
"2484";"150304";24
"2485";"150307";31
"2486";"150309";41
"2487";"150310";65,5
"2488";"150320";51,5
"2489";"150330";85
"2490";"150340";35
"2491";"150345";29
"2492";"150350";43
"2493";"150360";188
"2494";"150370";56,5
"2495";"150375";27
"2496";"150380";88,5
"2497";"150390";88
"2498";"150400";43,5
"2499";"150405";42
"2500";"150410";21
"2501";"150420";692
"2502";"150430";68
"2503";"150440";53
"2504";"150442";308
"2505";"150445";52
"2506";"150450";36
"2507";"150460";45
"2508";"150470";82
"2509";"150480";145,5
"2510";"150490";44
"2511";"150495";25,5
"2512";"150497";31,5
"2513";"150500";22
"2514";"150503";62
"2515";"150506";79
"2516";"150510";64
"2517";"150520";59,5
"2518";"150530";147
"2519";"150540";21
"2520";"150543";36
"2521";"150548";60,5
"2522";"150549";15
"2523";"150550";228
"2524";"150553";384,5
"2525";"150555";25
"2526";"150560";17
"2527";"150563";27
"2528";"150565";24
"2529";"150570";40
"2530";"150580";63
"2531";"150590";41
"2532";"150600";36
"2533";"150610";18
"2534";"150611";16
"2535";"150613";311,5
"2536";"150616";32
"2537";"150618";93,5
"2538";"150619";56
"2539";"150620";87
"2540";"150630";49
"2541";"150635";28
"2542";"150640";11
"2543";"150650";92
"2544";"150655";31,5
"2545";"150658";33
"2546";"150660";33,5
"2547";"150670";88,5
"2548";"150680";714,5
"2549";"150690";13
"2550";"150700";64
"2551";"150710";44
"2552";"150715";48,5
"2553";"150720";51
"2554";"150730";101,5
"2555";"150740";32
"2556";"150745";53
"2557";"150746";12
"2558";"150747";33,5
"2559";"150750";28
"2560";"150760";82
"2561";"150770";44
"2562";"150775";18
"2563";"150780";23
"2564";"150790";45
"2565";"150795";66
"2566";"150796";25
"2567";"150797";25,5
"2568";"150800";48,5
"2569";"150803";58,5
"2570";"150805";32
"2571";"150808";76,5
"2572";"150810";338
"2573";"150812";45
"2574";"150815";52,5
"2575";"150820";64
"2576";"150830";77
"2577";"150835";16,5
"2578";"150840";57
"2579";"250010";35
"2580";"250020";10
"2581";"250030";56,5
"2582";"250040";42
"2583";"250050";14
"2584";"250053";9
"2585";"250057";2
"2586";"250060";43,5
"2587";"250070";32,5
"2588";"250073";2
"2589";"250077";13
"2590";"250080";30
"2591";"250090";31
"2592";"250100";31,5
"2593";"250110";28
"2594";"250115";4
"2595";"250120";13
"2596";"250130";19
"2597";"250135";6
"2598";"250140";7
"2599";"250150";49
"2600";"250153";4
"2601";"250157";32
"2602";"250160";26,5
"2603";"250170";4
"2604";"250180";157
"2605";"250190";45
"2606";"250200";20
"2607";"250205";5
"2608";"250210";15
"2609";"250215";17
"2610";"250220";2
"2611";"250230";9
"2612";"250240";24
"2613";"250250";41
"2614";"250260";13
"2615";"250270";10
"2616";"250280";25
"2617";"250290";11
"2618";"250300";40
"2619";"250310";9
"2620";"250320";229
"2621";"250330";12
"2622";"250340";7
"2623";"250350";14
"2624";"250355";8
"2625";"250360";19
"2626";"250370";273
"2627";"250375";10
"2628";"250380";6
"2629";"250390";11
"2630";"250400";1271
"2631";"250403";5
"2632";"250407";9
"2633";"250410";3,5
"2634";"250415";11
"2635";"250420";7
"2636";"250430";92
"2637";"250435";6
"2638";"250440";37,5
"2639";"250450";16
"2640";"250460";51,5
"2641";"250470";14,5
"2642";"250480";24
"2643";"250485";3
"2644";"250490";14
"2645";"250500";18
"2646";"250510";63
"2647";"250520";17
"2648";"250523";13,5
"2649";"250527";14
"2650";"250530";12
"2651";"250535";7
"2652";"250540";17
"2653";"250550";4
"2654";"250560";6
"2655";"250570";25
"2656";"250580";6
"2657";"250590";2
"2658";"250600";92
"2659";"250610";28
"2660";"250620";11
"2661";"250625";12
"2662";"250630";313
"2663";"250640";23
"2664";"250650";11
"2665";"250660";11
"2666";"250670";19,5
"2667";"250680";31
"2668";"250690";47,5
"2669";"250700";58
"2670";"250710";24
"2671";"250720";17
"2672";"250730";24
"2673";"250740";16
"2674";"250750";4228
"2675";"250760";8
"2676";"250770";27
"2677";"250780";13,5
"2678";"250790";19
"2679";"250800";28
"2680";"250810";12,5
"2681";"250820";20
"2682";"250830";49
"2683";"250840";8
"2684";"250850";18
"2685";"250855";14
"2686";"250860";32
"2687";"250870";23
"2688";"250880";4
"2689";"250890";59
"2690";"250900";15
"2691";"250905";7,5
"2692";"250910";40
"2693";"250915";16,5
"2694";"250920";26
"2695";"250930";27
"2696";"250933";4
"2697";"250937";2
"2698";"250939";6
"2699";"250940";22
"2700";"250950";7
"2701";"250960";10
"2702";"250970";63
"2703";"250980";21,5
"2704";"250990";18
"2705";"251000";9
"2706";"251010";23
"2707";"251020";13
"2708";"251030";13
"2709";"251040";13
"2710";"251050";5
"2711";"251060";6
"2712";"251065";4
"2713";"251070";5
"2714";"251080";489,5
"2715";"251090";20
"2716";"251100";4
"2717";"251110";14
"2718";"251120";56
"2719";"251130";74
"2720";"251140";86,5
"2721";"251150";26
"2722";"251160";7
"2723";"251170";10
"2724";"251180";20
"2725";"251190";13
"2726";"251200";38
"2727";"251203";10
"2728";"251207";12
"2729";"251210";71
"2730";"251220";10
"2731";"251230";103
"2732";"251240";23
"2733";"251250";46,5
"2734";"251260";2
"2735";"251270";46
"2736";"251272";7
"2737";"251274";2
"2738";"251275";7
"2739";"251276";6
"2740";"251278";3
"2741";"251280";16
"2742";"251290";35
"2743";"251300";4
"2744";"251310";16
"2745";"251315";6
"2746";"251320";17
"2747";"251330";11
"2748";"251335";4
"2749";"251340";51
"2750";"251350";7
"2751";"251360";24
"2752";"251365";15
"2753";"251370";219,5
"2754";"251380";7
"2755";"251385";19,5
"2756";"251390";63,5
"2757";"251392";7
"2758";"251394";4
"2759";"251396";4
"2760";"251398";6
"2761";"251400";10
"2762";"251410";4
"2763";"251420";17
"2764";"251430";15
"2765";"251440";8
"2766";"251445";16
"2767";"251450";29
"2768";"251455";12
"2769";"251460";2
"2770";"251465";4
"2771";"251470";4
"2772";"251480";5
"2773";"251490";24
"2774";"251500";10
"2775";"251510";18,5
"2776";"251520";5
