"";"CODUFMUN";"medicos_g1";"medicos_g2";"medicos_g3"
"1842";"291530";16;3;5,33333333333333
"1843";"430430";23,5;5,5;4,27272727272727
"1844";"354420";27;NA;NA
"1845";"210930";11;5;2,2
"1846";"411240";12;3;4
"1847";"313150";16;2;8
"1848";"314620";3;2;1,5
"1849";"280680";6,5;3;2,16666666666667
"1850";"291030";15;3;5
"1851";"430090";14;2;7
"1852";"220670";6,5;4,5;1,44444444444444
"1853";"231370";3;1;3
"1854";"312000";4;1;4
"1855";"500124";12;2;6
"1856";"510800";10;2;5
"1857";"410965";17,5;4;4,375
"1858";"290150";9;2;4,5
"1859";"410130";11;1;11
"1860";"292000";4;1;4
"1861";"241280";10;4;2,5
"1862";"316150";8;3;2,66666666666667
"1863";"520753";12;4;3
"1864";"351430";33;2;16,5
"1865";"230910";19;4;4,75
"1866";"411910";10,5;3;3,5
"1867";"170380";5;3;1,66666666666667
"1868";"170720";6;2,5;2,4
"1869";"311290";5;4;1,25
"1870";"251160";4;3;1,33333333333333
"1871";"312110";11;3;3,66666666666667
"1872";"510677";12,5;4;3,125
"1873";"353720";17;4;4,25
"1874";"351790";27,5;2;13,75
"1875";"420340";21;5;4,2
"1876";"230426";22;11;2
"1877";"240300";10;3;3,33333333333333
"1878";"231250";11;4;2,75
"1879";"251540";19;4;4,75
"1880";"430490";35,5;2;17,75
"1881";"500200";23;5;4,6
"1882";"312700";19;3;6,33333333333333
"1883";"430250";7,5;3;2,5
"1884";"315770";21,5;2;10,75
"1885";"231000";20;5;4
"1886";"293340";9;3;3
"1887";"251360";8;5;1,6
"1888";"230010";7;4;1,75
"1889";"430370";19,5;3;6,5
"1890";"310370";8;3;2,66666666666667
"1891";"313710";7;2;3,5
"1892";"314650";22;3;7,33333333333333
"1893";"120033";7,5;4,5;1,66666666666667
"1894";"330530";54;1;54
"1895";"110040";14,5;3;4,83333333333333
"1896";"316260";8;3;2,66666666666667
"1897";"522050";8;2;4
"1898";"292975";12;2;6
"1899";"312840";34;3;11,3333333333333
"1900";"520340";16;2;8
"1901";"250200";9;3;3
"1902";"311210";7;2;3,5
"1903";"320110";22;4;5,5
"1904";"350440";10;3;3,33333333333333
"1905";"421280";34,5;6;5,75
"1906";"241480";10;4;2,5
"1907";"412600";13;4;3,25
"1908";"316680";20,5;2;10,25
"1909";"270190";9,5;2,5;3,8
"1910";"510460";13;4;3,25
"1911";"314915";5;4;1,25
"1912";"230490";9,5;3,5;2,71428571428571
"1913";"291410";8;3;2,66666666666667
"1914";"260825";12;4;3
"1915";"130020";5;1;5
"1916";"411470";6;2;3
"1917";"521350";3;2;1,5
"1918";"500215";21;2;10,5
"1919";"221140";4;2;2
"1920";"292145";6;4;1,5
"1921";"110140";17;6;2,83333333333333
"1922";"261610";16;8;2
"1923";"320515";15;NA;NA
"1924";"220196";4;3;1,33333333333333
"1925";"241335";12;4;3
"1926";"420370";19;4;4,75
"1927";"352160";9;2;4,5
"1928";"314770";11;3;3,66666666666667
"1929";"520530";17,5;5;3,5
"1930";"220025";4;3;1,33333333333333
"1931";"240180";25;6;4,16666666666667
"1932";"311350";11;4;2,75
"1933";"353910";27;3;9
"1934";"231120";17;7;2,42857142857143
"1935";"432166";18;1;18
"1936";"412690";10;2;5
"1937";"351780";30;1;30
"1938";"316190";42;4;10,5
"1939";"270110";18;5;3,6
"1940";"430150";32;2;16
"1941";"410345";32;7;4,57142857142857
"1942";"250010";11;4;2,75
"1943";"291280";11;3;3,66666666666667
"1944";"352550";41;2;20,5
"1945";"120035";5;4;1,25
"1946";"311650";6;3;2
"1947";"261010";8;4;2
"1948";"432050";19;2;9,5
"1949";"412035";30;2;15
"1950";"520470";10;4;2,5
"1951";"420620";9;4;2,25
"1952";"431590";50;2;25
"1953";"521486";4;2;2
"1954";"330022";41,5;5;8,3
"1955";"314830";14;4;3,5
"1956";"291790";6;3;2
"1957";"412260";16,5;2;8,25
"1958";"521370";9;3;3
"1959";"353200";42;NA;NA
"1960";"420220";5;3;1,66666666666667
"1961";"355560";15;5;3
"1962";"240070";21;6;3,5
"1963";"353250";23;2;11,5
"1964";"412540";9;3;3
"1965";"431700";13;1;13
"1966";"411700";14;4;3,5
"1967";"351520";45;NA;NA
"1968";"291855";13;4;3,25
"1969";"290195";7,5;2,5;3
"1970";"510040";11;3;3,66666666666667
"1971";"431930";14;2;7
"1972";"420800";63;7;9
"1973";"270642";12,5;6,5;1,92307692307692
"1974";"280445";7;3;2,33333333333333
"1975";"353660";21;NA;NA
"1976";"292225";6;3;2
"1977";"520410";6,5;2,5;2,6
"1978";"251490";20;4;5
"1979";"313030";23;3;7,66666666666667
"1980";"412880";6;2;3
"1981";"291165";8;3;2,66666666666667
"1982";"500640";15,5;2;7,75
"1983";"311890";10;4;2,5
"1984";"410560";16;4;4
"1985";"432040";59,5;2;29,75
"1986";"521140";17;5;3,4
"1987";"430380";16;2;8
"1988";"310500";9;4;2,25
"1989";"170100";14;4;3,5
"1990";"520390";22;1;22
"1991";"150260";13;5;2,6
"1992";"353820";13;NA;NA
"1993";"230533";15;7;2,14285714285714
"1994";"312970";41;3;13,6666666666667
"1995";"411810";17;2;8,5
"1996";"290010";9;4;2,25
"1997";"316890";16;3;5,33333333333333
"1998";"431160";11;2;5,5
"1999";"230050";15;14;1,07142857142857
"2000";"510360";14;4;3,5
"2001";"317170";22;4;5,5
"2002";"150160";8;5;1,6
"2003";"412340";19;1;19
"2004";"500085";13;3;4,33333333333333
"2005";"351850";17;3;5,66666666666667
"2006";"520425";21;3;7
"2007";"354860";53;NA;NA
"2008";"110003";7;2;3,5
"2009";"261618";6;4;1,5
"2010";"293075";14;6;2,33333333333333
"2011";"421567";4;3;1,33333333333333
"2012";"421470";17,5;4,5;3,88888888888889
"2013";"260240";13;4;3,25
"2014";"221065";6;4;1,5
"2015";"313230";14;5;2,8
"2016";"241470";5;3;1,66666666666667
"2017";"171670";10;4;2,5
"2018";"260100";24;4;6
"2019";"412795";22;2;11
"2020";"421110";16,5;3;5,5
"2021";"431630";33;3;11
"2022";"291330";14;3;4,66666666666667
"2023";"241460";9,5;5,5;1,72727272727273
"2024";"240670";21,5;4;5,375
"2025";"510682";4,5;3;1,5
"2026";"430810";70;10;7
"2027";"411295";16;2;8
"2028";"510718";11;2;5,5
"2029";"412575";12;1;12
"2030";"292850";20,5;4;5,125
"2031";"351940";32,5;4;8,125
"2032";"431150";23;NA;NA
"2033";"310270";10;3;3,33333333333333
"2034";"330412";61,5;3;20,5
"2035";"410020";6;3;2
"2036";"130010";6;4;1,5
"2037";"312370";7,5;3,5;2,14285714285714
"2038";"230365";10;4;2,5
"2039";"220170";4,5;2,5;1,8
"2040";"170610";8;3;2,66666666666667
"2041";"500625";11,5;2,5;4,6
"2042";"293317";10;3;3,33333333333333
"2043";"354210";17;NA;NA
"2044";"410832";8;1;8
"2045";"291570";13,5;3;4,5
"2046";"240730";5;3;1,66666666666667
"2047";"293325";16,5;3;5,5
"2048";"291220";17;9;1,88888888888889
"2049";"251510";16;5;3,2
"2050";"500348";37,5;3;12,5
"2051";"353500";28;2;14
"2052";"521100";14;3;4,66666666666667
"2053";"410715";5;1;5
"2054";"312020";46,5;4;11,625
"2055";"411120";8;4;2
"2056";"310570";8;3;2,66666666666667
"2057";"130002";13,5;4;3,375
"2058";"292935";5;2;2,5
"2059";"520740";28,5;4;7,125
"2060";"421200";31;3;10,3333333333333
"2061";"292730";14;5;2,8
"2062";"313050";26;5;5,2
"2063";"420580";31,5;5;6,3
"2064";"320335";21;4;5,25
"2065";"320310";50;4;12,5
"2066";"432147";5;2;2,5
"2067";"210180";10;2;5
"2068";"291150";14;4;3,5
"2069";"421730";26;2;13
"2070";"350930";36;2;18
"2071";"171750";15,5;3;5,16666666666667
"2072";"412535";15;2;7,5
"2073";"421340";22,5;3;7,5
"2074";"521860";47,5;4;11,875
"2075";"241160";3;3;1
"2076";"411800";18;4;4,5
"2077";"260910";26;5;5,2
"2078";"292105";17;4;4,25
"2079";"160040";16;7;2,28571428571429
"2080";"220345";4;4;1
"2081";"172080";8;4;2
"2082";"240460";7;5;1,4
"2083";"310790";21;7,5;2,8
"2084";"431540";14;4;3,5
"2085";"170300";3,5;2;1,75
"2086";"251040";6;4;1,5
"2087";"411373";2;2;1
"2088";"430220";37;2;18,5
"2089";"315850";8;4;2
"2090";"350490";49;2;24,5
"2091";"522200";17;9;1,88888888888889
"2092";"250720";8,5;4,5;1,88888888888889
"2093";"260430";26;4;6,5
"2094";"250240";10;6;1,66666666666667
"2095";"290205";16;3;5,33333333333333
"2096";"315130";27;3;9
"2097";"315110";41;4;10,25
"2098";"421150";37;4;9,25
"2099";"411490";13;5;2,6
"2100";"430545";31;3;10,3333333333333
"2101";"412580";14;2;7
"2102";"431580";30;1;30
"2103";"352290";39,5;5,5;7,18181818181818
"2104";"312595";23,5;5;4,7
"2105";"292940";16;4;4
"2106";"311710";22,5;3;7,5
"2107";"291992";90;5;18
"2108";"510305";10;4;2,5
"2109";"293000";9,5;3;3,16666666666667
"2110";"311870";23;3;7,66666666666667
"2111";"171650";40;4;10
"2112";"292830";11;2;5,5
"2113";"140020";19;6;3,16666666666667
"2114";"410620";21;3;7
"2115";"311950";4;3;1,33333333333333
"2116";"150635";9;5;1,8
"2117";"313290";47;4;11,75
"2118";"130195";4;2;2
"2119";"520580";15;3;5
"2120";"292130";16,5;4;4,125
"2121";"315920";12;3;4
"2122";"500410";41,5;3,5;11,8571428571429
"2123";"316410";5;2;2,5
"2124";"354350";8;2;4
"2125";"210620";4;3;1,33333333333333
"2126";"150500";7;5;1,4
"2127";"410080";17;4;4,25
"2128";"315890";5;3;1,66666666666667
"2129";"431250";24;4;6
"2130";"220430";16;4;4
"2131";"240210";13;4;3,25
"2132";"210110";8;4;2
"2133";"315550";12,5;3;4,16666666666667
"2134";"171660";9;4;2,25
"2135";"230125";13;4;3,25
"2136";"412370";26;4;6,5
"2137";"420530";37;5;7,4
"2138";"240440";15;5;3
"2139";"270610";6,5;4,5;1,44444444444444
"2140";"231095";4;3;1,33333333333333
"2141";"251280";8;3;2,66666666666667
"2142";"320430";35;4,5;7,77777777777778
"2143";"150805";7;1;7
"2144";"270890";18,5;6;3,08333333333333
"2145";"292265";20;5;4
"2146";"421520";4;1;4
"2147";"315290";14;4;3,5
"2148";"172208";3;2;1,5
"2149";"310970";17;3;5,66666666666667
"2150";"320250";27;2;13,5
"2151";"520010";23;6;3,83333333333333
"2152";"313560";7;3;2,33333333333333
"2153";"410500";11;3;3,66666666666667
"2154";"280410";7;3;2,33333333333333
"2155";"315230";11,5;4,5;2,55555555555556
"2156";"120080";5;5;1
"2157";"171575";6,5;3;2,16666666666667
"2158";"421510";23;1;23
"2159";"290610";29,5;5;5,9
"2160";"250790";13;4;3,25
"2161";"241410";28;4;7
"2162";"260330";19;5;3,8
"2163";"310600";11,5;4,5;2,55555555555556
"2164";"251590";19;5;3,8
"2165";"270895";8,5;5;1,7
"2166";"220660";6;4;1,5
"2167";"210610";10;3;3,33333333333333
"2168";"110180";9;3;3
"2169";"420080";10;2;5
"2170";"290770";7;4;1,75
"2171";"353940";48;2;24
"2172";"412265";13;2;6,5
"2173";"420710";13;5;2,6
"2174";"230090";24;12;2
"2175";"313005";7;3;2,33333333333333
"2176";"290755";9;4;2,25
"2177";"250740";11;3;3,66666666666667
"2178";"293140";9;4;2,25
"2179";"293310";13;2;6,5
"2180";"312450";19;3;6,33333333333333
"2181";"110120";9;3;3
"2182";"261120";13;4;3,25
"2183";"251190";10,5;9,5;1,10526315789474
"2184";"510558";16;4;4
"2185";"320265";18;4;4,5
"2186";"313650";14;3;4,66666666666667
"2187";"240770";11;6;1,83333333333333
"2188";"280420";6;5;1,2
"2189";"410775";15;3;5
"2190";"430590";24;4;6
"2191";"421890";33;4;8,25
"2192";"521640";27;4;6,75
"2193";"290480";12;4;3
"2194";"313665";46;6;7,66666666666667
"2195";"270740";13;4;3,25
"2196";"316170";4;2;2
"2197";"510285";5;3;1,66666666666667
"2198";"310300";10;4;2,5
"2199";"220450";32;5;6,4
"2200";"320420";55;9;6,11111111111111
"2201";"290310";11;2;5,5
"2202";"291540";8,5;2;4,25
"2203";"311455";19;3;6,33333333333333
"2204";"220910";18;2;9
"2205";"520780";28;4;7
"2206";"230450";15;6;2,5
"2207";"355395";20;4;5
"2208";"316500";10;3;3,33333333333333
"2209";"352980";19;1;19
"2210";"432230";36;6;6
"2211";"140060";6;3;2
"2212";"520320";14;2;7
"2213";"130180";10;4;2,5
"2214";"320334";38;5;7,6
"2215";"320013";18;4;4,5
"2216";"261280";13;6;2,16666666666667
"2217";"353630";65;5;13
"2218";"230445";14,5;4,5;3,22222222222222
"2219";"250090";9;4;2,25
"2220";"316920";37;4;9,25
"2221";"510330";21,5;5;4,3
"2222";"291010";16;5;3,2
"2223";"170200";16;6;2,66666666666667
"2224";"315420";25;1;25
"2225";"510600";17;2;8,5
"2226";"316620";8;3;2,66666666666667
"2227";"500635";33;5;6,6
"2228";"421100";40;3;13,3333333333333
"2229";"310290";41;3,5;11,7142857142857
"2230";"420070";27,5;7;3,92857142857143
"2231";"261290";12;3;4
"2232";"250570";23;5;4,6
"2233";"411280";30;3;10
"2234";"420600";9;5;1,8
"2235";"520990";19;3;6,33333333333333
"2236";"432100";54,5;3;18,1666666666667
"2237";"220900";7;3;2,33333333333333
"2238";"270200";18;4;4,5
"2239";"430140";23,5;1;23,5
"2240";"351535";16;5;3,2
"2241";"420790";9;4;2,25
"2242";"354075";16,5;3;5,5
"2243";"411100";8;2;4
"2244";"350990";21;5;4,2
"2245";"313980";35;4;8,75
"2246";"355000";16;3;5,33333333333333
"2247";"315650";5;3;1,66666666666667
"2248";"140015";15;5;3
"2249";"312490";29;4;7,25
"2250";"220070";9;4;2,25
"2251";"430693";10;1;10
"2252";"412520";15;2;7,5
"2253";"231355";8;4;2
"2254";"230837";8;5;1,6
"2255";"431670";36,5;NA;NA
"2256";"330160";75;2;37,5
"2257";"280630";17;6;2,83333333333333
"2258";"430030";19;3;6,33333333333333
"2259";"170230";14;3;4,66666666666667
"2260";"420570";30;7;4,28571428571429
"2261";"351700";25;1;25
"2262";"355260";40;NA;NA
"2263";"310920";6;3;2
"2264";"354090";30;1;30
"2265";"353900";76;NA;NA
"2266";"355580";32;2;16
"2267";"312270";24,5;2;12,25
"2268";"431337";27;NA;NA
"2269";"220440";8;5;1,6
"2270";"510160";4;2;2
"2271";"314160";41;3;13,6666666666667
"2272";"240560";13;5;2,6
"2273";"431395";23;1;23
"2274";"290090";2;2;1
"2275";"320440";18;5;3,6
"2276";"412860";16;3;5,33333333333333
"2277";"230980";13,5;6,5;2,07692307692308
"2278";"430730";19;1;19
"2279";"351990";41,5;2;20,75
"2280";"270150";8;4;2
"2281";"312050";29;5;5,8
"2282";"280390";7;4;1,75
"2283";"350710";35,5;NA;NA
"2284";"350630";43;2;21,5
"2285";"313180";17;4;4,25
"2286";"270250";11;4;2,75
"2287";"316850";29;5;5,8
"2288";"293110";11;2;5,5
"2289";"292790";13,5;5,5;2,45454545454545
"2290";"520995";17;4;4,25
"2291";"420330";69;2;34,5
"2292";"291685";19;6;3,16666666666667
"2293";"420630";19;5;3,8
"2294";"510860";18,5;5,5;3,36363636363636
"2295";"231390";12;4;3
"2296";"500800";26;4;6,5
"2297";"170290";5;3;1,66666666666667
"2298";"270600";14,5;4;3,625
"2299";"316400";26,5;3;8,83333333333333
"2300";"412080";42,5;6;7,08333333333333
"2301";"312180";6;2;3
"2302";"231010";12;3;4
"2303";"411220";18;7;2,57142857142857
"2304";"521400";18;4;4,5
"2305";"352360";61;2;30,5
"2306";"150375";6;1;6
"2307";"313740";7,5;3;2,5
"2308";"431306";40,5;2;20,25
"2309";"420440";15;3;5
"2310";"250670";12;5;2,4
"2311";"170070";10,5;3;3,5
"2312";"313300";55;6;9,16666666666667
"2313";"411605";40;4;10
"2314";"231325";8;4;2
"2315";"210450";9;4;2,25
"2316";"412330";14;3;4,66666666666667
"2317";"220240";11;4;2,75
"2318";"430530";22;4;5,5
"2319";"317005";10;5;2
"2320";"292303";4;3;1,33333333333333
"2321";"230015";15;6;2,5
"2322";"240350";11;8;1,375
"2323";"410010";8;2;4
"2324";"312900";10;4;2,5
"2325";"320220";46;12;3,83333333333333
"2326";"320480";100,5;4;25,125
"2327";"290420";28,5;5;5,7
"2328";"291860";13;4;3,25
"2329";"130423";12;9;1,33333333333333
"2330";"350360";15;4;3,75
"2331";"315450";6;4;1,5
"2332";"241400";15;6;2,5
"2333";"314690";24;4;6
"2334";"251640";4;4;1
"2335";"292540";13;4;3,25
"2336";"311400";23;3;7,66666666666667
"2337";"410305";15;3;5
"2338";"314210";30,5;5;6,1
"2339";"311700";4;4;1
"2340";"292465";15;4;3,75
"2341";"210080";18;7;2,57142857142857
"2342";"291910";6;4;1,5
"2343";"320260";36,5;5;7,3
"2344";"520970";20;5;4
"2345";"520551";40;5;8
"2346";"314500";45;3;15
"2347";"290395";23,5;3;7,83333333333333
"2348";"280230";12;6;2
"2349";"353260";76;4;19
"2350";"292285";3,5;2,5;1,4
"2351";"351660";29,5;3;9,83333333333333
"2352";"412760";21;4;5,25
"2353";"171420";7;5;1,4
"2354";"292490";16;4;4
"2355";"211190";8;3;2,66666666666667
"2356";"316880";9,5;3;3,16666666666667
"2357";"280240";7;2;3,5
"2358";"352130";41,5;3;13,8333333333333
"2359";"292470";13;6;2,16666666666667
"2360";"410530";43;4;10,75
"2361";"292045";6;1;6
"2362";"521980";8;3;2,66666666666667
"2363";"316670";7;3;2,33333333333333
"2364";"230820";17;7;2,42857142857143
"2365";"311680";9;2;4,5
"2366";"355190";26;4;6,5
"2367";"261245";14;5;2,8
"2368";"411270";18;4;4,5
"2369";"411190";17,5;6;2,91666666666667
"2370";"120070";12,5;4,5;2,77777777777778
"2371";"354600";26,5;6;4,41666666666667
"2372";"421160";67,5;4;16,875
"2373";"250360";18;3;6
"2374";"311770";39;2;19,5
"2375";"311390";34,5;4,5;7,66666666666667
"2376";"291660";12;3;4
"2377";"354290";51;5;10,2
"2378";"292895";24;9;2,66666666666667
"2379";"520725";19;3;6,33333333333333
"2380";"510610";31;3;10,3333333333333
"2381";"230140";26;6;4,33333333333333
"2382";"420450";22;4;5,5
"2383";"231040";9,5;1,5;6,33333333333333
"2384";"240250";15;4;3,75
"2385";"210050";15;4;3,75
"2386";"312820";12;4;3
"2387";"241390";15;5;3
"2388";"320290";43;5;8,6
"2389";"315800";13;3;4,33333333333333
"2390";"410700";12;6;2
"2391";"250460";33;14;2,35714285714286
"2392";"412100";20;4;5
"2393";"241360";13;4;3,25
"2394";"241010";13;7;1,85714285714286
"2395";"315410";51,5;4;12,875
"2396";"330415";138,5;9;15,3888888888889
"2397";"420490";15;3;5
"2398";"240430";16;5;3,2
"2399";"280040";12;8;1,5
"2400";"292190";15;5,5;2,72727272727273
"2401";"260130";15;4;3,75
"2402";"250800";10;4;2,5
"2403";"420100";20,5;3,5;5,85714285714286
"2404";"510270";27,5;5;5,5
"2405";"432253";21;4;5,25
"2406";"421610";14;5;2,8
"2407";"172210";18;2;9
"2408";"240270";16;5;3,2
"2409";"520500";8;3;2,66666666666667
"2410";"521680";16;4;4
"2411";"310660";3;2;1,5
"2412";"110008";7;2;3,5
"2413";"317050";13;4;3,25
"2414";"291995";15;4;3,75
"2415";"170255";100;5;20
"2416";"290323";18;4;4,5
"2417";"290640";7;3;2,33333333333333
"2418";"431050";35;6;5,83333333333333
"2419";"251180";7;5;1,4
"2420";"220810";9;5;1,8
"2421";"432143";18;2;9
"2422";"292273";10;3;3,33333333333333
"2423";"315660";28;3;9,33333333333333
"2424";"261650";11;7;1,57142857142857
"2425";"420210";34;8;4,25
"2426";"310910";33;2;16,5
"2427";"210640";16;7;2,28571428571429
"2428";"251680";6;5;1,2
"2429";"354370";18;1;18
"2430";"320170";49;3;16,3333333333333
"2431";"230390";9;5;1,8
"2432";"354670";100;5;20
"2433";"500230";38;5;7,6
"2434";"130255";9;2;4,5
"2435";"330590";48;4;12
"2436";"421290";58;4;14,5
"2437";"320316";28;4;7
"2438";"312730";8;2;4
"2439";"290330";22;3;7,33333333333333
"2440";"292275";7;3;2,33333333333333
"2441";"280340";40;7;5,71428571428571
"2442";"291960";16;3;5,33333333333333
"2443";"280050";10;7;1,42857142857143
"2444";"231260";18;8;2,25
"2445";"313220";36;4;9
"2446";"353520";36;2;18
"2447";"510520";12;4;3
"2448";"230565";14;4;3,5
"2449";"430500";10;3;3,33333333333333
"2450";"430190";26;6;4,33333333333333
"2451";"431510";45,5;3,5;13
"2452";"330460";68;3;22,6666666666667
"2453";"230393";39;14;2,78571428571429
"2454";"270520";18,5;6;3,08333333333333
"2455";"311920";7;4;1,75
"2456";"500375";19;3;6,33333333333333
"2457";"431610";64,5;2;32,25
"2458";"314980";27;4;6,75
"2459";"171330";12;4;3
"2460";"314150";18;2;9
"2461";"250980";12;4;3
"2462";"500430";27;4;6,75
"2463";"352100";48;1;48
"2464";"316350";2;2;1
"2465";"430620";41;1;41
"2466";"355600";41;1;41
"2467";"280660";11;4;2,75
"2468";"140050";5;2;2,5
"2469";"150797";11;3;3,66666666666667
"2470";"355660";18;1;18
"2471";"290900";18;4;4,5
"2472";"420470";44;3;14,6666666666667
"2473";"411510";5;3;1,66666666666667
"2474";"290515";10,5;3;3,5
"2475";"240030";19;7;2,71428571428571
"2476";"351170";54;NA;NA
"2477";"431645";33;1;33
"2478";"260980";15,5;3,5;4,42857142857143
"2479";"411125";24;3;8
"2480";"240010";43;5;8,6
"2481";"510560";35,5;4;8,875
"2482";"260550";10;4;2,5
"2483";"351750";40;3;13,3333333333333
"2484";"510730";24;5;4,8
"2485";"260440";31;5;6,2
"2486";"510030";28;5;5,6
"2487";"292665";9;4;2,25
"2488";"250050";15;11;1,36363636363636
"2489";"261140";9;5;1,8
"2490";"354380";34;2;17
"2491";"310430";31;1;31
"2492";"430020";20;3;6,66666666666667
"2493";"522040";71;5;14,2
"2494";"290050";9;5;1,8
"2495";"410330";14,5;3;4,83333333333333
"2496";"220160";8;4;2
"2497";"220640";12;6;2
"2498";"241450";12;6;2
"2499";"313375";46;5;9,2
"2500";"421060";23,5;4;5,875
"2501";"510637";21;4;5,25
"2502";"240650";16;6;2,66666666666667
"2503";"261200";25;6;4,16666666666667
"2504";"314080";34,5;4;8,625
"2505";"220510";11,5;4,5;2,55555555555556
"2506";"251090";12,5;5;2,5
"2507";"291733";6;3;2
"2508";"171620";7;2;3,5
"2509";"351030";35;NA;NA
"2510";"311130";19;5;3,8
"2511";"420970";7;3;2,33333333333333
"2512";"315190";12,5;3;4,16666666666667
"2513";"260060";15;6;2,5
"2514";"291630";15;4;3,75
"2515";"314910";21;4;5,25
"2516";"240990";23,5;5;4,7
"2517";"355270";67,5;4;16,875
"2518";"231100";14,5;3;4,83333333333333
"2519";"170240";41;2;20,5
"2520";"412280";4,5;2,5;1,8
"2521";"311150";72;3;24
"2522";"260180";12;4;3
"2523";"280170";9;6;1,5
"2524";"260690";10;4;2,5
"2525";"260845";21;6;3,5
"2526";"220310";8;4;2
"2527";"150100";2;1;2
"2528";"260392";9;3;3
"2529";"313340";23;3;7,66666666666667
"2530";"411725";20,5;4;5,125
"2531";"230526";40;5;8
"2532";"240120";23;5;4,6
"2533";"130040";8;1;8
"2534";"412855";23;3;7,66666666666667
"2535";"411680";12;2;6
"2536";"352520";90;NA;NA
"2537";"292305";4;4;1
"2538";"291875";9,5;5;1,9
"2539";"500580";18;4;4,5
"2540";"430080";93,5;2;46,75
"2541";"510785";17,5;3;5,83333333333333
"2542";"412180";26,5;2;13,25
"2543";"520430";21;4;5,25
"2544";"291130";10;NA;NA
"2545";"320360";24;3;8
"2546";"290170";7;4;1,75
"2547";"520880";46;10;4,6
"2548";"314085";14;5;2,8
"2549";"320450";27;5;5,4
"2550";"354080";64;3;21,3333333333333
"2551";"353600";13;4;3,25
"2552";"260860";27;5;5,4
"2553";"410820";21,5;2,5;8,6
"2554";"412790";12,5;3;4,16666666666667
"2555";"230570";15;5,5;2,72727272727273
"2556";"270460";12;4;3
"2557";"291185";5;3;1,66666666666667
"2558";"310690";64,5;6;10,75
"2559";"251610";32,5;8;4,0625
"2560";"290405";11;6;1,83333333333333
"2561";"261030";14;4;3,5
"2562";"292610";34;4;8,5
"2563";"270760";18,5;5;3,7
"2564";"293090";14;5;2,8
"2565";"130210";3;2;1,5
"2566";"313310";64,5;4;16,125
"2567";"240700";15;4;3,75
"2568";"351690";42;NA;NA
"2569";"354500";95;NA;NA
"2570";"311410";29;5;5,8
"2571";"290440";6;2;3
"2572";"420870";28;5;5,6
"2573";"431080";112,5;NA;NA
"2574";"250900";8;4;2
"2575";"521483";11;4;2,75
"2576";"315540";23,5;3;7,83333333333333
"2577";"421370";23,5;7;3,35714285714286
"2578";"241290";20;5;4
"2579";"172090";21;4;5,25
"2580";"421400";46;6;7,66666666666667
"2581";"411140";15;2;7,5
"2582";"140040";11;3;3,66666666666667
"2583";"350635";246;1;246
"2584";"351160";43;NA;NA
"2585";"352090";59;3;19,6666666666667
"2586";"421680";10;4;2,5
"2587";"500400";36;4;9
"2588";"410850";23;4;5,75
"2589";"431365";36;4;9
"2590";"261270";17;4;4,25
"2591";"230920";25,5;7;3,64285714285714
"2592";"430880";14,5;NA;NA
"2593";"430950";48;1;48
"2594";"210630";15;7;2,14285714285714
"2595";"292980";19;3;6,33333333333333
"2596";"411570";59,5;8;7,4375
"2597";"220750";7;5;1,4
"2598";"310460";47;4;11,75
"2599";"270720";13;4;3,25
"2600";"412780";27;3;9
"2601";"510850";14;2;7
"2602";"110170";9;4;2,25
"2603";"354170";29;4;7,25
"2604";"290265";9,5;6,5;1,46153846153846
"2605";"240970";8;3;2,66666666666667
"2606";"411450";12;3;4
"2607";"280490";6;5;1,2
"2608";"290020";15;8;1,875
"2609";"221050";13;6;2,16666666666667
"2610";"410990";10;4;2,5
"2611";"500190";54,5;6;9,08333333333333
"2612";"251240";14;6;2,33333333333333
"2613";"130165";11;5;2,2
"2614";"311070";62;4;15,5
"2615";"250990";14;4;3,5
"2616";"270120";16;4;4
"2617";"261340";21;6;3,5
"2618";"312760";30,5;5;6,1
"2619";"240930";24,5;5;4,9
"2620";"150740";16;7;2,28571428571429
"2621";"291735";18;5;3,6
"2622";"293060";19,5;2;9,75
"2623";"430240";38;NA;NA
"2624";"280120";36;11;3,27272727272727
"2625";"351450";60;3;20
"2626";"310200";26;4;6,5
"2627";"412050";18;4;4,5
"2628";"260760";45;7;6,42857142857143
"2629";"352330";21;4;5,25
"2630";"312080";73;6;12,1666666666667
"2631";"410870";10;3;3,33333333333333
"2632";"241230";37,5;5;7,5
"2633";"355720";76;NA;NA
"2634";"293245";8;4;2
"2635";"421790";35;2;17,5
"2636";"261430";19;5;3,8
"2637";"280750";14;7;2
"2638";"230900";23,5;13;1,80769230769231
"2639";"231335";16;9;1,77777777777778
"2640";"261470";14;5;2,8
"2641";"411900";8;3;2,66666666666667
"2642";"260830";24;6;4
"2643";"355080";38;4;9,5
"2644";"130330";10;4;2,5
"2645";"410060";13;4;3,25
"2646";"520920";16;6;2,66666666666667
"2647";"312810";15,5;4;3,875
"2648";"316030";8;6;1,33333333333333
"2649";"291820";21;2;10,5
"2650";"140005";18,5;8,5;2,17647058823529
"2651";"270810";11;5;2,2
"2652";"280280";12;6;2
"2653";"313115";15;6;2,5
"2654";"291200";22,5;4;5,625
"2655";"351390";146,5;1;146,5
"2656";"250920";30;5;6
"2657";"240570";24;4;6
"2658";"311270";25,5;10;2,55
"2659";"410800";16;4;4
"2660";"261550";21;5;4,2
"2661";"220250";6;4;1,5
